way_id,start,end
28583352,13.366361_52.516256,13.367149_52.516197
28583352,13.367149_52.516197,13.367701_52.516181
28583352,13.367701_52.516181,13.368200_52.516169
28583352,13.368200_52.516169,13.368574_52.516166
28583352,13.368574_52.516166,13.368812_52.516179
28583352,13.368812_52.516179,13.369076_52.516192
28583352,13.369076_52.516192,13.369534_52.516194
28583352,13.369534_52.516194,13.369628_52.516189
28583352,13.369628_52.516189,13.369853_52.516173
28882867,13.375955_52.529548,13.376189_52.529562
28882867,13.376189_52.529562,13.376297_52.529569
28882867,13.376297_52.529569,13.376525_52.529583
28882867,13.376525_52.529583,13.376641_52.529590
28882867,13.376641_52.529590,13.376651_52.529527
28882867,13.376651_52.529527,13.376726_52.529065
28882867,13.376726_52.529065,13.376389_52.529044
28882867,13.376389_52.529044,13.376036_52.529022
28882867,13.376036_52.529022,13.375979_52.529390
28882867,13.375979_52.529390,13.375966_52.529482
28882867,13.375966_52.529482,13.375955_52.529548
29008377,13.374730_52.528869,13.374716_52.528838
29008377,13.374716_52.528838,13.374690_52.528810
29008377,13.374690_52.528810,13.374646_52.528781
29008377,13.374646_52.528781,13.374590_52.528759
29008377,13.374590_52.528759,13.374449_52.528712
29008377,13.374449_52.528712,13.374163_52.528645
29008377,13.374163_52.528645,13.374110_52.528640
29008377,13.374110_52.528640,13.374056_52.528643
29008377,13.374056_52.528643,13.373989_52.528659
29008377,13.373989_52.528659,13.373936_52.528689
29008377,13.373936_52.528689,13.373908_52.528719
29008377,13.373908_52.528719,13.373894_52.528752
29008377,13.373894_52.528752,13.373895_52.528787
29008377,13.373895_52.528787,13.373916_52.528825
29008377,13.373916_52.528825,13.373956_52.528858
29008377,13.373956_52.528858,13.374238_52.528978
29008377,13.374238_52.528978,13.374387_52.529030
29008377,13.374387_52.529030,13.374452_52.529042
29008377,13.374452_52.529042,13.374520_52.529043
29008377,13.374520_52.529043,13.374586_52.529032
29008377,13.374586_52.529032,13.374631_52.529016
29008377,13.374631_52.529016,13.374670_52.528995
29008377,13.374670_52.528995,13.374713_52.528960
29008377,13.374713_52.528960,13.374726_52.528931
29008377,13.374726_52.528931,13.374734_52.528900
29008377,13.374734_52.528900,13.374730_52.528869
29008378,13.374238_52.528978,13.374334_52.528971
29008378,13.374334_52.528971,13.374414_52.528946
29008378,13.374414_52.528946,13.374478_52.528907
29008378,13.374478_52.528907,13.374513_52.528867
29008378,13.374513_52.528867,13.374530_52.528823
29008378,13.374530_52.528823,13.374531_52.528789
29008378,13.374531_52.528789,13.374520_52.528755
29008378,13.374520_52.528755,13.374449_52.528712
29008378,13.374449_52.528712,13.374403_52.528715
29008378,13.374403_52.528715,13.374355_52.528729
29008378,13.374355_52.528729,13.374304_52.528753
29008378,13.374304_52.528753,13.374263_52.528782
29008378,13.374263_52.528782,13.374227_52.528821
29008378,13.374227_52.528821,13.374209_52.528865
29008378,13.374209_52.528865,13.374210_52.528915
29008378,13.374210_52.528915,13.374238_52.528978
29312187,11.900171_52.275251,11.900316_52.274409
29979360,13.376750_52.529053,13.376741_52.529110
29979360,13.376741_52.529110,13.377147_52.529250
29979360,13.377147_52.529250,13.377178_52.529217
29979360,13.377178_52.529217,13.377209_52.529183
29979360,13.377209_52.529183,13.375952_52.528743
29979360,13.375952_52.528743,13.375919_52.528777
29979360,13.375919_52.528777,13.375885_52.528812
29979360,13.375885_52.528812,13.376518_52.529038
29979360,13.376518_52.529038,13.376750_52.529053
29979363,13.375942_52.529483,13.375417_52.529301
29979363,13.375417_52.529301,13.375424_52.529294
29979363,13.375424_52.529294,13.375432_52.529286
29979363,13.375432_52.529286,13.375945_52.529465
29979363,13.375945_52.529465,13.375944_52.529474
29979363,13.375944_52.529474,13.375942_52.529483
29979364,13.376301_52.529693,13.376624_52.529806
29979364,13.376624_52.529806,13.376619_52.529810
29979364,13.376619_52.529810,13.376616_52.529814
29979364,13.376616_52.529814,13.376299_52.529703
29979364,13.376299_52.529703,13.376300_52.529698
29979364,13.376300_52.529698,13.376301_52.529693
29979365,13.376482_52.529036,13.375877_52.528821
29979365,13.375877_52.528821,13.375848_52.528851
29979365,13.375848_52.528851,13.375818_52.528882
29979365,13.375818_52.528882,13.376201_52.529018
29979365,13.376201_52.529018,13.376340_52.529027
29979365,13.376340_52.529027,13.376482_52.529036
29979366,13.375955_52.529396,13.375483_52.529233
29979366,13.375483_52.529233,13.375493_52.529222
29979366,13.375493_52.529222,13.375504_52.529211
29979366,13.375504_52.529211,13.375959_52.529368
29979366,13.375959_52.529368,13.375957_52.529383
29979366,13.375957_52.529383,13.375955_52.529396
29979367,13.375968_52.529308,13.375971_52.529290
29979367,13.375971_52.529290,13.375974_52.529270
29979367,13.375974_52.529270,13.375579_52.529132
29979367,13.375579_52.529132,13.375565_52.529147
29979367,13.375565_52.529147,13.375550_52.529163
29979367,13.375550_52.529163,13.375968_52.529308
29979368,13.376712_52.529287,13.376717_52.529256
29979368,13.376717_52.529256,13.376723_52.529221
29979368,13.376723_52.529221,13.377063_52.529339
29979368,13.377063_52.529339,13.377038_52.529366
29979368,13.377038_52.529366,13.377013_52.529392
29979368,13.377013_52.529392,13.376712_52.529287
29979369,13.376691_52.529419,13.376915_52.529496
29979369,13.376915_52.529496,13.376896_52.529516
29979369,13.376896_52.529516,13.376878_52.529536
29979369,13.376878_52.529536,13.376683_52.529468
29979369,13.376683_52.529468,13.376687_52.529443
29979369,13.376687_52.529443,13.376691_52.529419
29979375,13.376707_52.529317,13.376991_52.529415
29979375,13.376991_52.529415,13.376968_52.529440
29979375,13.376968_52.529440,13.376947_52.529462
29979375,13.376947_52.529462,13.376698_52.529376
29979375,13.376698_52.529376,13.376702_52.529348
29979375,13.376702_52.529348,13.376707_52.529317
30196049,12.747138_51.176188,12.746709_51.175291
30196049,12.746709_51.175291,12.753498_51.172043
30196049,12.753498_51.172043,12.838455_51.132432
30196049,12.838455_51.132432,12.774731_51.162239
30196049,14.018877_53.892086,14.019051_53.892006
30196049,14.019051_53.892006,14.018966_53.891821
30196049,14.014067_53.894011,14.014169_53.894234
30196049,14.014169_53.894234,14.015091_53.893815
30196049,14.015091_53.893815,14.016957_53.892855
30196049,14.016957_53.892855,14.018877_53.892086
30596778,13.375490_52.520622,13.376862_52.520625
30596778,13.376862_52.520625,13.377406_52.520625
30596780,13.376862_52.520625,13.376873_52.520597
30596780,13.376873_52.520597,13.376907_52.520597
30596781,13.375376_52.520669,13.375424_52.520668
30720544,14.879958_52.676529,14.879918_52.676915
30720544,14.879918_52.676915,14.879285_52.676850
30720544,14.887232_52.541358,14.887731_52.541364
30720544,14.887731_52.541364,14.886564_52.636239
30720544,11.895812_52.368518,11.895002_52.376359
30720544,11.895002_52.376359,11.894262_52.384312
30805074,13.467399_51.018903,13.468627_51.018916
30805074,13.468627_51.018916,13.469522_51.018969
30805074,13.469522_51.018969,13.469512_51.019128
30805074,13.465345_51.018882,13.465354_51.018727
30805074,13.465354_51.018727,13.466195_51.018775
30805074,13.290832_54.013642,13.291726_54.013696
30805074,13.291726_54.013696,13.293935_54.013826
30805074,13.293935_54.013826,13.295523_54.013916
31112379,13.384547_52.523380,13.384517_52.523443
31112381,13.383478_52.525368,13.383766_52.524950
31112381,13.383766_52.524950,13.383617_52.524910
31112381,13.383617_52.524910,13.383527_52.524895
31112390,13.382226_52.525044,13.382084_52.524999
31112392,13.382084_52.524999,13.381989_52.524964
31112516,13.384424_52.522279,13.384346_52.522400
31112516,13.384346_52.522400,13.384306_52.522463
31112516,13.384306_52.522463,13.384213_52.522607
31112516,13.384213_52.522607,13.383985_52.522961
31112516,13.383985_52.522961,13.383967_52.522988
31112516,13.383967_52.522988,13.383844_52.523179
31112516,13.383844_52.523179,13.383833_52.523196
31112516,13.383833_52.523196,13.383793_52.523257
31113275,13.379395_52.524097,13.379495_52.524102
31113275,13.379495_52.524102,13.379516_52.524103
31113277,13.379384_52.524157,13.379485_52.524165
31113277,13.379485_52.524165,13.379506_52.524167
31313667,11.909344_52.292348,11.912691_52.270627
31313667,11.912691_52.270627,11.918740_52.237786
31313667,11.918740_52.237786,11.917916_52.242343
31313667,14.864237_52.798618,14.865835_52.798919
31313667,14.865835_52.798919,14.865886_52.798645
31313667,14.874346_52.749250,14.874351_52.749219
31313667,14.874351_52.749219,14.872756_52.748973
31609380,13.393983_52.522043,13.394026_52.522030
31609479,13.394834_52.518358,13.395138_52.518379
31728204,13.373758_52.525950,13.373758_52.526014
31728204,13.373758_52.526014,13.373922_52.526113
31728204,13.373922_52.526113,13.374028_52.526189
31728204,13.374028_52.526189,13.374127_52.526271
31728204,13.374127_52.526271,13.374234_52.526365
31728204,13.374234_52.526365,13.374332_52.526476
31728204,13.374332_52.526476,13.374453_52.526643
31728204,13.374453_52.526643,13.374470_52.526667
31728204,13.374470_52.526667,13.374484_52.526691
31728204,13.374484_52.526691,13.374488_52.526699
31728282,13.374470_52.526667,13.374527_52.526651
31728282,13.374527_52.526651,13.374603_52.526630
31959084,13.394507_52.522483,13.394354_52.522500
31959086,13.395039_52.522599,13.394707_52.522659
31959086,13.394707_52.522659,13.394418_52.522712
31962807,13.369860_52.515827,13.369874_52.515714
31970737,13.367206_52.524242,13.367313_52.524269
31970737,13.367313_52.524269,13.367427_52.524299
31970737,13.367427_52.524299,13.367702_52.524365
31970737,13.367702_52.524365,13.367928_52.524416
31970737,13.367928_52.524416,13.368104_52.524451
31970737,13.368104_52.524451,13.368116_52.524454
31970737,13.368116_52.524454,13.368154_52.524457
31970737,13.368154_52.524457,13.368201_52.524458
31970791,13.366178_52.523929,13.366077_52.523893
31970791,13.366077_52.523893,13.365894_52.523830
31970791,13.365894_52.523830,13.364151_52.523091
32508498,13.393034_52.515888,13.393154_52.515926
32508498,13.393154_52.515926,13.393491_52.515943
32508516,13.393491_52.515943,13.394071_52.516046
32508516,13.394071_52.516046,13.394686_52.516196
32508518,13.394686_52.516196,13.395057_52.516216
32508518,13.395057_52.516216,13.395144_52.516191
32786909,13.393753_52.517710,13.393772_52.517610
32786909,13.393772_52.517610,13.393779_52.517575
32805741,12.556355_58.469364,12.557323_58.462438
32805741,12.818046_58.492923,12.817368_58.500031
32805741,12.817368_58.500031,12.790945_58.497512
32805741,12.790945_58.497512,12.763988_58.494701
32805741,12.971601_55.498241,12.972084_55.494790
32805741,13.102447_55.510022,13.102108_55.513575
32805741,13.102108_55.513575,13.088874_55.512313
32805741,13.088874_55.512313,13.075203_55.510888
32805741,13.386982_52.527137,13.386848_52.527118
32805741,13.386848_52.527118,13.386803_52.527114
32805741,13.386803_52.527114,13.386780_52.527111
32805741,13.386780_52.527111,13.386531_52.527084
32805741,13.386531_52.527084,13.386418_52.527074
32805741,13.386418_52.527074,13.386325_52.527064
32805741,13.802228_49.556014,13.753802_49.549246
32805741,13.753802_49.549246,13.692803_49.542734
32805741,13.692803_49.542734,13.680390_49.541511
32805741,14.217475_46.584891,14.120757_46.571374
32805741,14.120757_46.571374,13.999075_46.558383
32805741,13.999075_46.558383,13.974455_46.555958
33177959,13.376972_52.526403,13.376569_52.526232
33177959,13.376569_52.526232,13.376423_52.526171
33177959,13.376423_52.526171,13.376295_52.526112
33177959,13.376295_52.526112,13.375983_52.525982
33177959,13.375983_52.525982,13.375878_52.525938
33177959,13.375878_52.525938,13.375851_52.525926
33177959,13.375851_52.525926,13.375566_52.525803
33177961,13.378405_52.524418,13.378245_52.524543
33177961,13.378245_52.524543,13.378119_52.524650
33177961,13.378119_52.524650,13.377961_52.524786
33177961,13.377961_52.524786,13.377665_52.525056
33177961,13.377665_52.525056,13.377129_52.525526
33177961,13.377129_52.525526,13.376909_52.525722
33177961,13.376909_52.525722,13.376824_52.525795
33177961,13.376824_52.525795,13.376423_52.526171
33177962,13.377859_52.523761,13.377945_52.523685
33177962,13.377945_52.523685,13.378071_52.523575
33177962,13.378071_52.523575,13.378086_52.523562
33177962,13.378086_52.523562,13.378192_52.523470
33177962,13.378192_52.523470,13.378217_52.523448
34075542,13.365901_52.515131,13.365564_52.515101
34075543,13.366069_52.515146,13.365901_52.515131
34075559,13.371942_52.512253,13.372080_52.512284
34075559,13.372080_52.512284,13.372236_52.512336
34075559,13.372236_52.512336,13.372566_52.512441
34075559,13.372566_52.512441,13.372973_52.512528
34075559,13.372973_52.512528,13.373182_52.512564
34075559,13.373182_52.512564,13.373335_52.512582
34075559,13.373335_52.512582,13.373970_52.512644
34075559,13.373970_52.512644,13.374101_52.512650
34075559,13.374101_52.512650,13.374747_52.512780
34075559,13.374747_52.512780,13.374897_52.512818
34075559,13.374897_52.512818,13.375246_52.512955
34075559,13.375246_52.512955,13.375453_52.513053
34075559,13.375453_52.513053,13.375590_52.513125
34075559,13.375590_52.513125,13.375881_52.513306
34075559,13.375881_52.513306,13.375973_52.513379
34075559,13.375973_52.513379,13.376234_52.513612
34075559,13.376234_52.513612,13.376358_52.513745
34075564,13.376388_52.513844,13.376512_52.514032
34075564,13.376512_52.514032,13.376579_52.514236
34075564,13.376579_52.514236,13.376630_52.514496
34075564,13.376630_52.514496,13.376625_52.514697
34075564,13.376625_52.514697,13.376579_52.514941
34075564,13.376579_52.514941,13.376487_52.515177
34075564,13.376487_52.515177,13.376401_52.515299
34075564,13.376401_52.515299,13.376292_52.515402
34075564,13.376292_52.515402,13.376087_52.515429
34075564,13.376087_52.515429,13.375869_52.515455
34075564,13.375869_52.515455,13.375692_52.515465
34075564,13.375692_52.515465,13.375412_52.515464
34075564,13.375412_52.515464,13.375198_52.515449
34075564,13.375198_52.515449,13.375091_52.515435
34075564,13.375091_52.515435,13.374812_52.515405
34075564,13.374812_52.515405,13.374353_52.515292
34075564,13.374353_52.515292,13.373906_52.515119
34075564,13.373906_52.515119,13.373403_52.514952
34075566,13.372856_52.513988,13.372658_52.514004
34075566,13.372658_52.514004,13.372347_52.513994
34075566,13.372347_52.513994,13.372163_52.513990
34075566,13.372163_52.513990,13.372019_52.513983
34075566,13.372019_52.513983,13.371798_52.513983
34075566,13.371798_52.513983,13.371514_52.513977
34075566,13.371514_52.513977,13.371297_52.514019
34075566,13.371297_52.514019,13.371148_52.514069
34075566,13.371148_52.514069,13.371128_52.514094
34142165,13.375395_52.511846,13.375379_52.511873
34142165,13.375379_52.511873,13.375337_52.511945
34142165,13.375337_52.511945,13.375304_52.512007
34142165,13.375304_52.512007,13.375179_52.512243
34142165,13.375179_52.512243,13.375104_52.512397
34142165,13.375104_52.512397,13.375054_52.512491
34142165,13.375054_52.512491,13.374897_52.512818
34142166,13.375453_52.513053,13.376551_52.512549
34142167,13.376684_52.513178,13.376572_52.513186
34142167,13.376572_52.513186,13.376397_52.513225
34142167,13.376397_52.513225,13.376190_52.513285
34142167,13.376190_52.513285,13.376116_52.513324
34142167,13.376116_52.513324,13.375973_52.513379
34142168,13.376630_52.514496,13.376964_52.514484
34142168,13.376964_52.514484,13.377232_52.514467
34142168,13.377232_52.514467,13.377287_52.514464
34142169,13.373906_52.515119,13.373771_52.515665
34142170,13.373881_52.515873,13.373771_52.515665
34142170,13.373771_52.515665,13.373403_52.514952
34142170,13.373403_52.514952,13.373058_52.514355
34142170,13.373058_52.514355,13.372914_52.514094
34142170,13.372914_52.514094,13.372856_52.513988
34142170,13.372856_52.513988,13.372333_52.512937
34142170,13.372333_52.512937,13.372046_52.512366
34142170,13.372046_52.512366,13.371942_52.512253
34142170,13.371942_52.512253,13.371788_52.511915
34142170,13.371788_52.511915,13.371585_52.511597
34142170,13.371585_52.511597,13.371378_52.511289
34833363,14.108250_53.826929,14.107253_53.827493
34833363,12.630283_51.216256,12.629286_51.216820
34834265,13.375302_52.521804,13.374996_52.521980
34834265,13.374996_52.521980,13.374875_52.522048
34834265,13.374875_52.522048,13.374247_52.522315
34834265,13.374247_52.522315,13.373595_52.522501
34834265,13.373595_52.522501,13.373128_52.522602
34834265,13.373128_52.522602,13.372874_52.522645
34834265,13.372874_52.522645,13.372581_52.522681
34834265,13.372581_52.522681,13.372420_52.522689
34834265,13.372420_52.522689,13.372219_52.522688
34834265,13.372219_52.522688,13.371923_52.522692
34834265,13.371923_52.522692,13.371657_52.522686
34834265,13.371657_52.522686,13.371528_52.522678
34834265,13.371528_52.522678,13.371296_52.522654
34834265,13.371296_52.522654,13.370765_52.522569
34834265,13.370765_52.522569,13.370419_52.522461
34834265,13.370419_52.522461,13.370022_52.522301
34834265,13.370022_52.522301,13.369833_52.522198
34834265,13.369833_52.522198,13.369603_52.522049
34834265,13.369603_52.522049,13.369548_52.522001
34834265,13.369548_52.522001,13.369546_52.521953
34834265,13.369546_52.521953,13.369526_52.521930
34848160,12.605212_53.801300,12.605734_53.800447
34848160,12.619680_53.809203,12.619507_53.809493
34848160,14.170805_51.242214,14.167527_51.240209
34848160,14.167527_51.240209,14.156317_51.233429
34848160,14.156317_51.233429,14.148318_51.228720
35041181,13.376726_52.529200,13.377079_52.529322
35041181,13.377079_52.529322,13.377108_52.529291
35041181,13.377108_52.529291,13.377138_52.529260
35041181,13.377138_52.529260,13.376739_52.529122
35041181,13.376739_52.529122,13.376732_52.529161
35041181,13.376732_52.529161,13.376726_52.529200
35041182,13.376003_52.529072,13.375999_52.529101
35041182,13.375999_52.529101,13.375995_52.529130
35041182,13.375995_52.529130,13.375685_52.529022
35041182,13.375685_52.529022,13.375707_52.528999
35041182,13.375707_52.528999,13.375728_52.528976
35041182,13.375728_52.528976,13.376003_52.529072
35041183,13.375615_52.529095,13.375632_52.529077
35041183,13.375632_52.529077,13.375649_52.529059
35041183,13.375649_52.529059,13.375988_52.529175
35041183,13.375988_52.529175,13.375985_52.529199
35041183,13.375985_52.529199,13.375981_52.529222
35041183,13.375981_52.529222,13.375615_52.529095
35041185,13.376008_52.529041,13.375752_52.528951
35041185,13.375752_52.528951,13.375778_52.528925
35041185,13.375778_52.528925,13.375802_52.528899
35041185,13.375802_52.528899,13.376136_52.529014
35041185,13.376136_52.529014,13.376013_52.529006
35041185,13.376013_52.529006,13.376013_52.529010
35041185,13.376013_52.529010,13.376008_52.529041
35041591,13.376626_52.529604,13.376770_52.529650
35041591,13.376770_52.529650,13.376759_52.529662
35041591,13.376759_52.529662,13.376748_52.529673
35041591,13.376748_52.529673,13.376530_52.529598
35041591,13.376530_52.529598,13.376578_52.529601
35041591,13.376578_52.529601,13.376626_52.529604
35041593,13.376669_52.529553,13.376814_52.529603
35041593,13.376814_52.529603,13.376828_52.529589
35041593,13.376828_52.529589,13.376842_52.529573
35041593,13.376842_52.529573,13.376675_52.529515
35041593,13.376675_52.529515,13.376672_52.529535
35041593,13.376672_52.529535,13.376669_52.529553
35041594,13.376268_52.529599,13.376209_52.529578
35041594,13.376209_52.529578,13.376238_52.529579
35041594,13.376238_52.529579,13.376271_52.529581
35041594,13.376271_52.529581,13.376269_52.529590
35041594,13.376269_52.529590,13.376268_52.529599
35269774,14.861465_52.803748,14.861407_52.804054
35269774,14.861407_52.804054,14.860883_52.803955
35269774,14.863443_52.789528,14.864066_52.789640
35269774,14.864066_52.789640,14.863816_52.791028
35269774,14.863816_52.791028,14.863089_52.795058
35269774,14.863089_52.795058,14.863606_52.792189
35269774,11.914720_52.241859,11.914563_52.241829
35269774,11.914563_52.241829,11.912953_52.250212
35269774,11.912953_52.250212,11.911210_52.259877
35383224,13.363865_52.513841,13.364761_52.513535
35383224,13.364761_52.513535,13.365814_52.513182
35383224,13.365814_52.513182,13.368950_52.512151
35383224,13.368950_52.512151,13.369257_52.512050
35383224,13.369257_52.512050,13.370513_52.511640
35383224,13.370513_52.511640,13.370714_52.511574
35383224,13.370714_52.511574,13.370800_52.511379
35474554,13.368156_52.519280,13.368163_52.519331
35474554,13.368163_52.519331,13.368166_52.519355
35474554,13.368166_52.519355,13.368168_52.519401
35474555,13.363307_52.523025,13.363465_52.523080
35474555,13.363465_52.523080,13.363531_52.523102
35474555,13.363531_52.523102,13.365415_52.524259
35474555,13.365415_52.524259,13.365614_52.524374
35474556,13.365614_52.524374,13.366043_52.524575
35474556,13.366043_52.524575,13.366126_52.524614
35556702,13.161506_54.005619,13.161359_54.006619
35556702,13.161359_54.006619,13.148231_54.004689
35556702,13.148231_54.004689,13.144197_54.003995
35556702,13.136836_54.002807,13.136683_54.002782
35556702,13.136683_54.002782,13.136740_54.002433
35556702,13.622471_51.042375,13.618440_51.041714
35556702,13.618440_51.041714,13.614313_51.041059
35557143,13.292525_54.011640,13.292770_54.011656
35557143,13.292770_54.011656,13.292955_54.011668
35557143,13.292955_54.011668,13.293434_54.011699
35557143,13.293434_54.011699,13.297597_54.011968
35557143,13.297597_54.011968,13.301283_54.012189
35557161,11.912458_52.274373,11.912375_52.274887
35557161,11.912375_52.274887,11.912535_52.273903
35557161,11.912535_52.273903,11.912806_52.272230
35557161,14.873607_52.755621,14.873617_52.755561
35557161,14.873617_52.755561,14.873967_52.753405
35557161,14.873967_52.753405,14.874124_52.752435
35578559,13.394764_52.520787,13.394720_52.520818
35578576,11.891054_52.471336,11.892349_52.431408
35578576,11.892349_52.431408,11.901728_52.322164
35578576,14.863393_52.792917,14.865157_52.793244
35578576,14.865157_52.793244,14.871574_52.758619
35578576,14.871574_52.758619,14.876298_52.724469
35578576,14.876298_52.724469,14.876747_52.719397
35578576,14.889229_52.571619,14.889477_52.568582
35578576,14.889477_52.568582,14.889478_52.568564
35578576,14.889478_52.568564,14.889199_52.568555
35630823,13.366126_52.524614,13.366311_52.524674
35630823,13.366311_52.524674,13.367046_52.524922
35630823,13.367046_52.524922,13.367173_52.524964
35630823,13.367173_52.524964,13.367219_52.524979
35630823,13.367219_52.524979,13.367316_52.525009
35631127,13.368212_52.525793,13.368229_52.525802
35631127,13.368229_52.525802,13.368252_52.525806
35631127,13.368252_52.525806,13.368462_52.525809
35631127,13.368462_52.525809,13.368673_52.525812
35631127,13.368673_52.525812,13.368767_52.525812
35631512,13.375022_52.521665,13.375007_52.521676
35631512,13.375007_52.521676,13.374995_52.521683
35631512,13.374995_52.521683,13.374794_52.521830
35631512,13.374794_52.521830,13.374560_52.521962
35631512,13.374560_52.521962,13.374370_52.522047
35631512,13.374370_52.522047,13.374151_52.522133
35631512,13.374151_52.522133,13.373902_52.522218
35631512,13.373902_52.522218,13.373611_52.522299
35631513,13.373548_52.522452,13.373547_52.522435
35631513,13.373547_52.522435,13.373546_52.522425
35631513,13.373546_52.522425,13.373546_52.522416
35631513,13.373546_52.522416,13.373545_52.522335
35631513,13.373545_52.522335,13.373544_52.522309
35631513,13.373544_52.522309,13.373539_52.521740
35631513,13.373539_52.521740,13.373543_52.521494
35631513,13.373543_52.521494,13.373545_52.521390
35631513,13.373545_52.521390,13.373548_52.520996
35631513,13.373548_52.520996,13.373548_52.520983
35631513,13.373548_52.520983,13.373547_52.520919
35631514,13.373543_52.521494,13.373256_52.521498
35631514,13.373256_52.521498,13.373170_52.521450
35631514,13.373170_52.521450,13.372648_52.521032
35631514,13.372648_52.521032,13.372618_52.521021
35631515,13.372616_52.520920,13.372616_52.520953
35631515,13.372616_52.520953,13.372616_52.520984
35631515,13.372616_52.520984,13.372617_52.520998
35631515,13.372617_52.520998,13.372618_52.521021
35670765,13.370864_52.519570,13.370864_52.519509
35670765,13.370864_52.519509,13.370864_52.519401
35739446,13.366169_52.524046,13.366305_52.524102
35739446,13.366305_52.524102,13.366663_52.524252
35739447,13.366663_52.524252,13.366999_52.524350
35739447,13.366999_52.524350,13.367378_52.524441
35739447,13.367378_52.524441,13.367608_52.524486
35739447,13.367608_52.524486,13.368042_52.524535
35739447,13.368042_52.524535,13.368287_52.524548
35739447,13.368287_52.524548,13.368372_52.524557
35739448,13.366627_52.524373,13.366308_52.524257
35739448,13.366308_52.524257,13.366157_52.524203
35739609,13.370687_52.527085,13.370698_52.527103
35739609,13.370698_52.527103,13.370705_52.527115
35739609,13.370705_52.527115,13.370676_52.527186
35739609,13.370676_52.527186,13.370715_52.527222
35742250,13.370816_52.520746,13.370865_52.520717
35742250,13.370865_52.520717,13.370865_52.520676
35742250,13.370865_52.520676,13.370864_52.519646
35742250,13.370864_52.519646,13.370864_52.519611
35742250,13.370864_52.519611,13.370864_52.519570
35743411,13.368200_52.524527,13.368199_52.524589
35743411,13.368199_52.524589,13.368199_52.524615
35743411,13.368199_52.524615,13.368199_52.524626
35743411,13.368199_52.524626,13.368198_52.524650
35743411,13.368198_52.524650,13.368198_52.524685
35743411,13.368198_52.524685,13.368195_52.524873
35743411,13.368195_52.524873,13.368195_52.524889
35743757,13.366522_52.524033,13.366684_52.524033
35743757,13.366684_52.524033,13.367211_52.524035
36260393,13.800037_51.089586,13.800478_51.089717
36260393,12.947283_53.965835,12.947724_53.965966
36689633,13.396971_52.527057,13.395817_52.526838
36689633,13.395817_52.526838,13.393653_52.526434
36689633,13.393653_52.526434,13.393631_52.526429
36689633,13.393631_52.526429,13.393576_52.526418
36689633,13.393576_52.526418,13.393548_52.526401
36876383,13.366338_52.520668,13.366589_52.520770
36876383,13.366589_52.520770,13.366927_52.520922
36876383,13.366927_52.520922,13.367044_52.520976
36876383,13.367044_52.520976,13.367135_52.521003
36876383,13.367135_52.521003,13.367281_52.521095
36876383,13.367281_52.521095,13.367568_52.521315
36876383,13.367568_52.521315,13.367705_52.521431
36876383,13.367705_52.521431,13.367892_52.521616
36876383,13.367892_52.521616,13.368060_52.521817
36876383,13.368060_52.521817,13.368189_52.521961
36876383,13.368189_52.521961,13.368254_52.521941
36876384,13.367705_52.521431,13.367654_52.521456
36876384,13.367654_52.521456,13.367866_52.521661
36876384,13.367866_52.521661,13.368014_52.521858
36876384,13.368014_52.521858,13.367954_52.521876
36876384,13.367954_52.521876,13.367965_52.521893
36876386,13.366872_52.520859,13.366785_52.520817
36876426,13.369619_52.522895,13.369769_52.522950
36876426,13.369769_52.522950,13.369927_52.523004
36876426,13.369927_52.523004,13.370053_52.523043
36876426,13.370053_52.523043,13.370212_52.523090
36876426,13.370212_52.523090,13.370517_52.523174
36876426,13.370517_52.523174,13.370650_52.523207
36876426,13.370650_52.523207,13.370866_52.523254
36876426,13.370866_52.523254,13.371098_52.523301
36876426,13.371098_52.523301,13.371455_52.523372
36876426,13.371455_52.523372,13.371488_52.523381
36876426,13.371488_52.523381,13.371514_52.523393
36876426,13.371514_52.523393,13.371544_52.523418
36876427,13.368400_52.522290,13.368467_52.522349
36876428,13.369619_52.522895,13.369566_52.522938
36876428,13.369566_52.522938,13.369643_52.522975
37065565,13.373341_52.523270,13.373381_52.523331
37065568,13.373381_52.523331,13.373569_52.523302
37065570,13.372420_52.522689,13.372421_52.522634
37065572,13.372053_52.522637,13.371927_52.522636
37065668,13.369032_52.521558,13.369132_52.521507
37065669,13.373586_52.522444,13.373809_52.522385
37065669,13.373809_52.522385,13.374029_52.522320
37065669,13.374029_52.522320,13.374230_52.522253
37065669,13.374230_52.522253,13.374389_52.522194
37065669,13.374389_52.522194,13.374629_52.522090
37065669,13.374629_52.522090,13.374875_52.521961
37065669,13.374875_52.521961,13.374955_52.521911
37065710,13.369709_52.522276,13.369738_52.522256
37065710,13.369738_52.522256,13.369764_52.522240
37065711,13.369603_52.522049,13.369738_52.522256
37612430,13.384745_52.521786,13.384649_52.521766
37629066,13.383164_52.522114,13.383187_52.522049
37629773,13.384198_52.521664,13.384216_52.521636
37629773,13.384216_52.521636,13.384256_52.521645
37629773,13.384256_52.521645,13.384306_52.521658
37629773,13.384306_52.521658,13.384290_52.521682
37629773,13.384290_52.521682,13.384272_52.521710
37629773,13.384272_52.521710,13.384227_52.521699
37629773,13.384227_52.521699,13.384182_52.521688
37629773,13.384182_52.521688,13.384198_52.521664
37919067,13.369020_52.525817,13.369018_52.525932
37919067,13.369018_52.525932,13.369321_52.526145
37919067,13.369321_52.526145,13.369296_52.526184
37995740,13.369531_52.528969,13.369426_52.529122
