way_id,start,end
893334270,13.385024_52.519641,13.384475_52.519619
893334270,13.384475_52.519619,13.384016_52.519600
893334270,13.384016_52.519600,13.383993_52.519729
893345924,13.384982_52.519926,13.384964_52.520026
893669910,13.372169_52.520644,13.372078_52.520644
893669910,13.372078_52.520644,13.372013_52.520645
894814131,13.377648_52.515713,13.377643_52.515734
894814131,13.377643_52.515734,13.377597_52.515810
894814131,13.377597_52.515810,13.377544_52.515868
894814131,13.377544_52.515868,13.377510_52.515899
894814131,13.377510_52.515899,13.377484_52.515924
894814131,13.377484_52.515924,13.377460_52.515955
894814131,13.377460_52.515955,13.377455_52.515960
894814131,13.377455_52.515960,13.377446_52.515979
894814131,13.377446_52.515979,13.377428_52.516131
894814132,14.836797_52.170379,14.891356_52.400210
894814132,14.891356_52.400210,14.864045_52.744017
894814132,11.891280_52.324768,11.889741_52.324569
894814132,11.917914_52.863289,11.917922_52.863322
894814132,11.917922_52.863322,11.919412_52.862969
894814133,13.377819_52.516165,13.378050_52.516178
894814133,13.378050_52.516178,13.378265_52.516181
894814134,13.378214_52.516451,13.378135_52.516415
894814134,13.378135_52.516415,13.378018_52.516402
894814134,13.378018_52.516402,13.377777_52.516388
894814135,13.377381_52.516364,13.377094_52.516346
894814135,13.377094_52.516346,13.377032_52.516342
894814135,13.377032_52.516342,13.376997_52.516340
894814135,13.376997_52.516340,13.376989_52.516340
894814136,13.377379_52.516375,13.377342_52.516614
894814136,13.377342_52.516614,13.377410_52.516708
894814136,13.377410_52.516708,13.377419_52.516745
894814136,13.377419_52.516745,13.377408_52.516777
894814136,13.377408_52.516777,13.377399_52.516789
894814136,13.377399_52.516789,13.377356_52.516834
894814137,13.377041_52.516114,13.377149_52.516122
894814137,13.377149_52.516122,13.377426_52.516142
894814138,13.377428_52.516131,13.377426_52.516142
894814138,13.377426_52.516142,13.377403_52.516253
894814138,13.377403_52.516253,13.377381_52.516364
894814138,13.377381_52.516364,13.377379_52.516375
894814139,13.377283_52.513167,13.377529_52.514291
894814139,13.377529_52.514291,13.377509_52.514342
894814139,13.377509_52.514342,13.377525_52.514417
894814139,13.377525_52.514417,13.377526_52.514422
894814140,13.377251_52.512307,13.377264_52.512395
894814140,13.377264_52.512395,13.377285_52.512526
894814140,13.377285_52.512526,13.377286_52.512541
895948226,13.368241_52.523701,13.368324_52.523724
895948226,13.368324_52.523724,13.368353_52.523732
895948226,13.368353_52.523732,13.368602_52.523801
895948226,13.368602_52.523801,13.368730_52.523835
895948226,13.368730_52.523835,13.369456_52.524038
895948226,13.369456_52.524038,13.369910_52.524164
895948226,13.369910_52.524164,13.370030_52.524197
895948227,13.368602_52.523801,13.368583_52.523826
895948227,13.368583_52.523826,13.368565_52.523848
895948228,13.368328_52.523331,13.368301_52.523332
895948228,13.368301_52.523332,13.368244_52.523332
895948228,13.368244_52.523332,13.368172_52.523332
895948228,13.368172_52.523332,13.368131_52.523332
895948228,13.368131_52.523332,13.368132_52.523303
895948228,13.368132_52.523303,13.368134_52.523266
895948228,13.368134_52.523266,13.368135_52.523216
895948228,13.368135_52.523216,13.368136_52.523194
895948228,13.368136_52.523194,13.368166_52.523194
895948228,13.368166_52.523194,13.368244_52.523194
895948228,13.368244_52.523194,13.368303_52.523194
895948228,13.368303_52.523194,13.368328_52.523195
895948228,13.368328_52.523195,13.368360_52.523195
895948228,13.368360_52.523195,13.368804_52.523199
895948228,13.368804_52.523199,13.368686_52.523522
895948228,13.368686_52.523522,13.368730_52.523835
895948229,13.368804_52.523199,13.369647_52.523212
895948230,13.368804_52.523199,13.368913_52.522902
895948231,13.369456_52.524038,13.369794_52.523579
895948231,13.369794_52.523579,13.370356_52.523735
895948232,13.369794_52.523579,13.369988_52.523321
895949326,13.368242_52.523555,13.368298_52.523554
895949326,13.368298_52.523554,13.368325_52.523554
895949326,13.368325_52.523554,13.368407_52.523554
895949326,13.368407_52.523554,13.368409_52.523286
895949891,13.368409_52.523286,13.368408_52.523150
896110818,13.370820_52.526594,13.370926_52.526594
898093853,13.368245_52.523250,13.368329_52.523250
898093853,13.368329_52.523250,13.368360_52.523251
898093854,13.368360_52.523251,13.368459_52.523252
898093856,13.368559_52.523019,13.368559_52.523082
898093856,13.368559_52.523082,13.368544_52.523082
898093857,13.368559_52.523019,13.368561_52.522965
898093857,13.368561_52.522965,13.368383_52.522966
898093858,13.368383_52.522966,13.368363_52.522966
898093859,13.368363_52.522966,13.368329_52.522966
898093859,13.368329_52.522966,13.368245_52.522965
898094385,13.368730_52.523835,13.368789_52.524145
898094385,13.368789_52.524145,13.368791_52.524155
898094385,13.368791_52.524155,13.368799_52.524197
899067632,13.376785_52.517810,13.376766_52.517758
899067632,13.376766_52.517758,13.376744_52.517694
899081409,13.370011_52.517876,13.369859_52.517837
899081409,13.369859_52.517837,13.369789_52.517812
899081409,13.369789_52.517812,13.369728_52.517784
899081409,13.369728_52.517784,13.369075_52.517397
899081409,13.369075_52.517397,13.369027_52.517389
899081409,13.369027_52.517389,13.367665_52.517454
899081409,13.367665_52.517454,13.367086_52.517481
899081409,13.367086_52.517481,13.366283_52.517521
899081409,13.366283_52.517521,13.365458_52.517565
899081409,13.365458_52.517565,13.364607_52.517608
899081409,13.364607_52.517608,13.364470_52.517615
899081409,13.364470_52.517615,13.363477_52.517673
899946800,13.393467_52.514775,13.394075_52.514817
899946801,13.393613_52.514495,13.393489_52.514630
899946801,13.393489_52.514630,13.393467_52.514775
899946801,13.393467_52.514775,13.393448_52.514812
899946802,13.393613_52.514495,13.393636_52.514353
899946803,13.393636_52.514353,13.393655_52.514238
899946804,13.393674_52.514123,13.393655_52.514238
899946805,13.393448_52.514812,13.393431_52.514904
899946805,13.393431_52.514904,13.393427_52.514924
899946806,13.393412_52.515021,13.393424_52.514944
899946806,13.393424_52.514944,13.393427_52.514924
906671393,13.394209_52.522587,13.394083_52.522616
906671393,13.394083_52.522616,13.393886_52.522658
906671394,13.393886_52.522658,13.393822_52.522671
906671394,13.393822_52.522671,13.393755_52.522567
906672303,13.395039_52.522599,13.395066_52.522646
906672303,13.395066_52.522646,13.395151_52.522805
906672303,13.395151_52.522805,13.395205_52.522808
906672303,13.395205_52.522808,13.395300_52.522812
906672303,13.395300_52.522812,13.395438_52.522826
906672303,13.395438_52.522826,13.395530_52.522811
906672303,13.395530_52.522811,13.395585_52.522792
906672303,13.395585_52.522792,13.395664_52.522747
906672303,13.395664_52.522747,13.395688_52.522731
906672303,13.395688_52.522731,13.395720_52.522709
906672303,13.395720_52.522709,13.395851_52.522705
909333694,14.526374_53.493637,14.526311_53.493712
909333694,12.228960_51.564417,12.228896_51.564493
909333696,13.378317_52.529054,13.378364_52.529065
909333696,13.378364_52.529065,13.378389_52.529066
909333696,13.378389_52.529066,13.378410_52.529059
909333697,10.861838_50.896200,10.896856_50.842233
909333697,10.896856_50.842233,10.934200_50.789753
909333697,13.378445_52.529199,13.378460_52.529177
909333697,13.378460_52.529177,13.378520_52.529092
909333697,15.819884_54.266455,15.822780_54.268515
909333697,15.895053_54.162198,15.895068_54.162175
909333697,15.895068_54.162175,15.892087_54.160241
909333698,13.380161_52.519581,13.380037_52.519577
909333699,13.380037_52.519577,13.380049_52.519502
909333699,13.380049_52.519502,13.380054_52.519478
909333700,13.380295_52.518906,13.380154_52.518897
909333701,13.380153_52.518968,13.380154_52.518897
909333702,13.363413_48.017778,13.363481_48.017778
909333702,13.372315_51.017765,13.372383_51.017765
909333702,13.381217_54.017752,13.381285_54.017752
909333702,13.390119_57.017739,13.390187_57.017738
910370630,13.375981_52.528688,13.375958_52.528712
910539515,13.394354_52.522500,13.394327_52.522522
912645859,13.375377_52.521607,13.375265_52.521565
912645859,13.375265_52.521565,13.375084_52.521487
912645859,13.375084_52.521487,13.374365_52.521096
912645859,13.374365_52.521096,13.374157_52.520983
912645860,13.375265_52.521565,13.375185_52.521637
912645860,13.375185_52.521637,13.375138_52.521684
912645860,13.375138_52.521684,13.375113_52.521706
912645861,13.372296_52.521246,13.372271_52.521025
912645861,13.372271_52.521025,13.372618_52.521021
912645862,13.372271_52.521025,13.372268_52.520984
912645863,13.369457_52.521489,13.369690_52.521723
912645863,13.369690_52.521723,13.369739_52.521770
912645863,13.369739_52.521770,13.369917_52.521937
912645863,13.369917_52.521937,13.369989_52.521997
912645863,13.369989_52.521997,13.370049_52.522033
912645863,13.370049_52.522033,13.370090_52.522054
912645863,13.370090_52.522054,13.370248_52.522141
912645863,13.370248_52.522141,13.370388_52.522207
912645863,13.370388_52.522207,13.370556_52.522266
912645863,13.370556_52.522266,13.370754_52.522329
912645864,13.369508_52.521795,13.369475_52.521806
912645865,13.369284_52.521583,13.369402_52.521700
912645865,13.369402_52.521700,13.369508_52.521795
915366992,13.380767_52.527883,13.380685_52.527906
915368061,13.379483_52.516534,13.379465_52.516627
915368061,13.379465_52.516627,13.379453_52.516687
915368062,13.379453_52.516687,13.379423_52.516840
915368062,13.379423_52.516840,13.378950_52.516813
915368062,13.378950_52.516813,13.378772_52.516803
915368063,13.378265_52.516181,13.378276_52.516122
915368063,13.378276_52.516122,13.378281_52.516099
915368063,13.378281_52.516099,13.378293_52.516035
915958585,13.388639_52.516992,13.388573_52.516987
915958586,13.388636_52.517013,13.388566_52.517009
915958587,13.390895_52.517200,13.390907_52.517135
915958587,13.390907_52.517135,13.390916_52.517083
915958587,13.390916_52.517083,13.392446_52.517185
915958587,13.392446_52.517185,13.392439_52.517227
915958587,13.392439_52.517227,13.392428_52.517294
915958587,13.392428_52.517294,13.390895_52.517200
915958590,13.383817_52.516759,13.383853_52.516762
915958590,13.383853_52.516762,13.383869_52.516763
915958590,13.383869_52.516763,13.383886_52.516756
915958590,13.383886_52.516756,13.383897_52.516743
915958590,13.383897_52.516743,13.383908_52.516688
915958590,13.383908_52.516688,13.383918_52.516639
915958590,13.383918_52.516639,13.383910_52.516622
915958590,13.383910_52.516622,13.383894_52.516608
915958590,13.383894_52.516608,13.383882_52.516607
915958590,13.383882_52.516607,13.383839_52.516603
915958590,13.383839_52.516603,13.383835_52.516630
915958590,13.383835_52.516630,13.383828_52.516683
915958590,13.383828_52.516683,13.383821_52.516737
915958590,13.383821_52.516737,13.383817_52.516759
915958593,13.381983_52.516617,13.383821_52.516737
915958593,13.383821_52.516737,13.383828_52.516683
915958593,13.383828_52.516683,13.383835_52.516630
915958593,13.383835_52.516630,13.381080_52.516453
915958593,13.381080_52.516453,13.381044_52.516504
915958593,13.381044_52.516504,13.381009_52.516556
915958593,13.381009_52.516556,13.381983_52.516617
915958595,13.389381_52.517002,13.389382_52.516993
915958595,13.389382_52.516993,13.389384_52.516986
915958595,13.389384_52.516986,13.389432_52.516989
915958599,13.389014_52.517074,13.389011_52.517094
915958599,13.389011_52.517094,13.388976_52.517091
915958599,13.388976_52.517091,13.388954_52.517090
915958599,13.388954_52.517090,13.388925_52.517087
915958599,13.388925_52.517087,13.388905_52.517077
915958599,13.388905_52.517077,13.388907_52.517061
915958599,13.388907_52.517061,13.388917_52.517017
915958599,13.388917_52.517017,13.388933_52.516942
915958599,13.388933_52.516942,13.388949_52.516942
915958599,13.388949_52.516942,13.389002_52.516944
915958599,13.389002_52.516944,13.389018_52.516945
915958599,13.389018_52.516945,13.389036_52.516946
915958599,13.389036_52.516946,13.389028_52.516971
915958599,13.389028_52.516971,13.389015_52.517066
915958599,13.389015_52.517066,13.389014_52.517074
915958601,13.390471_52.517166,13.390481_52.517109
915958601,13.390481_52.517109,13.390489_52.517064
915958601,13.390489_52.517064,13.390494_52.517035
915958601,13.390494_52.517035,13.390566_52.517039
915958601,13.390566_52.517039,13.390611_52.517042
915958601,13.390611_52.517042,13.390619_52.517065
915958601,13.390619_52.517065,13.390615_52.517092
915958601,13.390615_52.517092,13.390610_52.517117
915958601,13.390610_52.517117,13.390601_52.517170
915958601,13.390601_52.517170,13.390590_52.517186
915958601,13.390590_52.517186,13.390569_52.517194
915958601,13.390569_52.517194,13.390544_52.517194
915958601,13.390544_52.517194,13.390493_52.517191
915958601,13.390493_52.517191,13.390467_52.517189
915958601,13.390467_52.517189,13.390471_52.517166
915958602,13.384106_52.516755,13.384113_52.516702
915958602,13.384113_52.516702,13.384120_52.516651
915958602,13.384120_52.516651,13.385572_52.516740
915958602,13.385572_52.516740,13.385566_52.516803
915958602,13.385566_52.516803,13.385562_52.516848
915958602,13.385562_52.516848,13.384106_52.516755
915958605,13.385562_52.516877,13.385562_52.516848
915958605,13.385562_52.516848,13.385566_52.516803
915958605,13.385566_52.516803,13.385572_52.516740
915958605,13.385572_52.516740,13.385575_52.516716
915958605,13.385575_52.516716,13.385630_52.516720
915958605,13.385630_52.516720,13.385665_52.516725
915958605,13.385665_52.516725,13.385678_52.516729
915958605,13.385678_52.516729,13.385686_52.516737
915958605,13.385686_52.516737,13.385691_52.516745
915958605,13.385691_52.516745,13.385681_52.516810
915958605,13.385681_52.516810,13.385673_52.516866
915958605,13.385673_52.516866,13.385659_52.516874
915958605,13.385659_52.516874,13.385643_52.516878
915958605,13.385643_52.516878,13.385599_52.516880
915958605,13.385599_52.516880,13.385562_52.516877
915958606,13.384104_52.516778,13.384062_52.516776
915958606,13.384062_52.516776,13.384033_52.516774
915958606,13.384033_52.516774,13.384019_52.516767
915958606,13.384019_52.516767,13.384016_52.516754
915958606,13.384016_52.516754,13.384023_52.516696
915958606,13.384023_52.516696,13.384031_52.516643
915958606,13.384031_52.516643,13.384039_52.516631
915958606,13.384039_52.516631,13.384058_52.516621
915958606,13.384058_52.516621,13.384087_52.516623
915958606,13.384087_52.516623,13.384121_52.516625
915958606,13.384121_52.516625,13.384120_52.516651
915958606,13.384120_52.516651,13.384113_52.516702
915958606,13.384113_52.516702,13.384106_52.516755
915958606,13.384106_52.516755,13.384104_52.516778
915958607,13.380995_52.516578,13.380926_52.516574
915958607,13.380926_52.516574,13.380898_52.516572
915958607,13.380898_52.516572,13.380881_52.516568
915958607,13.380881_52.516568,13.380871_52.516559
915958607,13.380871_52.516559,13.380871_52.516549
915958607,13.380871_52.516549,13.380899_52.516494
915958607,13.380899_52.516494,13.380927_52.516439
915958607,13.380927_52.516439,13.380932_52.516430
915958607,13.380932_52.516430,13.380940_52.516424
915958607,13.380940_52.516424,13.380953_52.516421
915958607,13.380953_52.516421,13.381014_52.516425
915958607,13.381014_52.516425,13.381058_52.516427
915958607,13.381058_52.516427,13.381096_52.516430
915958607,13.381096_52.516430,13.381080_52.516453
915958607,13.381080_52.516453,13.381044_52.516504
915958607,13.381044_52.516504,13.381009_52.516556
915958607,13.381009_52.516556,13.380995_52.516578
915958609,13.380616_52.516502,13.379972_52.516464
915958609,13.379972_52.516464,13.379976_52.516434
915958609,13.379976_52.516434,13.379980_52.516401
915958609,13.379980_52.516401,13.380643_52.516445
915958610,13.388651_52.516921,13.388664_52.516839
915958610,13.388664_52.516839,13.388672_52.516789
915958611,13.388583_52.517067,13.388627_52.517070
915958611,13.388627_52.517070,13.388692_52.517074
915958611,13.388692_52.517074,13.388711_52.517067
915958611,13.388711_52.517067,13.388723_52.517052
915958611,13.388723_52.517052,13.388728_52.517004
915958611,13.388728_52.517004,13.388736_52.516940
915958611,13.388736_52.516940,13.388731_52.516933
915958611,13.388731_52.516933,13.388723_52.516926
915958611,13.388723_52.516926,13.388651_52.516921
915958611,13.388651_52.516921,13.388611_52.516918
915958611,13.388611_52.516918,13.388607_52.516940
915958611,13.388607_52.516940,13.388605_52.516952
915958611,13.388605_52.516952,13.388587_52.517044
915958611,13.388587_52.517044,13.388583_52.517067
915958612,13.386003_52.516899,13.385972_52.516897
915958612,13.385972_52.516897,13.385943_52.516894
915958612,13.385943_52.516894,13.385914_52.516883
915958612,13.385914_52.516883,13.385900_52.516869
915958612,13.385900_52.516869,13.385907_52.516822
915958612,13.385907_52.516822,13.385913_52.516788
915958612,13.385913_52.516788,13.385918_52.516771
915958612,13.385918_52.516771,13.385932_52.516750
915958612,13.385932_52.516750,13.385946_52.516746
915958612,13.385946_52.516746,13.385965_52.516744
915958612,13.385965_52.516744,13.385997_52.516746
915958612,13.385997_52.516746,13.386029_52.516748
915958612,13.386029_52.516748,13.386025_52.516770
915958612,13.386025_52.516770,13.386022_52.516788
915958612,13.386022_52.516788,13.386009_52.516860
915958612,13.386009_52.516860,13.386007_52.516876
915958612,13.386007_52.516876,13.386003_52.516899
915958616,13.388986_52.517039,13.389050_52.517042
915958617,13.388990_52.517015,13.389057_52.517018
915958618,13.390441_52.517098,13.390384_52.517095
915958619,13.390437_52.517122,13.390382_52.517119
915958620,13.390440_52.517106,13.390441_52.517098
915958620,13.390441_52.517098,13.390446_52.517069
915958620,13.390446_52.517069,13.389498_52.517009
915958620,13.389498_52.517009,13.389381_52.517002
915958620,13.389381_52.517002,13.388997_52.516976
915958621,13.390892_52.517218,13.390828_52.517213
915958621,13.390828_52.517213,13.390805_52.517211
915958621,13.390805_52.517211,13.390777_52.517199
915958621,13.390777_52.517199,13.390788_52.517128
915958621,13.390788_52.517128,13.390798_52.517070
915958621,13.390798_52.517070,13.390812_52.517056
915958621,13.390812_52.517056,13.390856_52.517059
915958621,13.390856_52.517059,13.390919_52.517065
915958621,13.390919_52.517065,13.390916_52.517083
915958621,13.390916_52.517083,13.390907_52.517135
915958621,13.390907_52.517135,13.390895_52.517200
915958621,13.390895_52.517200,13.390892_52.517218
915958622,13.392787_52.517336,13.392950_52.517346
915958622,13.392950_52.517346,13.392976_52.517342
915958622,13.392976_52.517342,13.393017_52.517327
915958622,13.393017_52.517327,13.393046_52.517305
915958622,13.393046_52.517305,13.393057_52.517281
915958622,13.393057_52.517281,13.393054_52.517255
915958622,13.393054_52.517255,13.393047_52.517235
915958622,13.393047_52.517235,13.393017_52.517215
915958622,13.393017_52.517215,13.392984_52.517200
915958622,13.392984_52.517200,13.392947_52.517195
915958622,13.392947_52.517195,13.392810_52.517184
915958622,13.392810_52.517184,13.392805_52.517218
915958622,13.392805_52.517218,13.392838_52.517242
915958622,13.392838_52.517242,13.392832_52.517292
915958622,13.392832_52.517292,13.392778_52.517316
915958622,13.392778_52.517316,13.392787_52.517336
916708966,13.371404_52.516407,13.371553_52.516416
923642055,13.388181_52.522529,13.388045_52.522539
926300166,13.372914_52.514094,13.373865_52.513694
930343901,13.288633_54.015398,13.286389_54.015254
930343901,13.286389_54.015254,13.283691_54.015073
930343901,13.480874_51.021563,13.480640_51.021548
930343901,13.480640_51.021548,13.480631_51.021691
930343901,13.484834_51.022014,13.484847_51.021825
930343901,13.484847_51.021825,13.484448_51.021798
930343901,13.484448_51.021798,13.483641_51.021744
930343901,13.483641_51.021744,13.482244_51.021719
930343901,13.482244_51.021719,13.480874_51.021563
930343902,13.383795_52.517729,13.383726_52.518089
930343902,13.383726_52.518089,13.383682_52.518323
930343902,13.383682_52.518323,13.383666_52.518408
940764584,13.389036_52.525300,13.389179_52.525521
940764584,13.389179_52.525521,13.389215_52.525577
940764588,13.389369_52.525258,13.389504_52.525241
940764588,13.389504_52.525241,13.389535_52.525075
940764588,13.389535_52.525075,13.390670_52.525154
940764588,13.390670_52.525154,13.390682_52.525297
940764588,13.390682_52.525297,13.390739_52.525384
940764590,13.387742_52.524476,13.388495_52.524465
940764590,13.388495_52.524465,13.389492_52.524450
940764590,13.389492_52.524450,13.389528_52.524449
940764590,13.389528_52.524449,13.389676_52.524447
940764590,13.389676_52.524447,13.391686_52.524416
940764590,13.391686_52.524416,13.391999_52.524411
941599318,13.389528_52.524449,13.389534_52.524852
941599318,13.389534_52.524852,13.389564_52.524852
941599318,13.389564_52.524852,13.389700_52.524849
941599318,13.389700_52.524849,13.389676_52.524447
941697352,13.380035_52.513642,13.379941_52.513823
941697352,13.379941_52.513823,13.379823_52.514049
941697352,13.379823_52.514049,13.379821_52.514053
941697352,13.379821_52.514053,13.379789_52.514114
941697352,13.379789_52.514114,13.379638_52.514401
941697352,13.379638_52.514401,13.379495_52.514674
941697353,13.377627_52.514504,13.377896_52.514524
941697353,13.377896_52.514524,13.378576_52.514569
941697353,13.378576_52.514569,13.379016_52.514596
941697353,13.379016_52.514596,13.379142_52.514610
941697353,13.379142_52.514610,13.379266_52.514629
941697353,13.379266_52.514629,13.379495_52.514674
941697353,13.379495_52.514674,13.379607_52.514697
941697353,13.379607_52.514697,13.379815_52.514737
941697353,13.379815_52.514737,13.380162_52.514803
941697353,13.380162_52.514803,13.380277_52.514824
941697353,13.380277_52.514824,13.380322_52.514833
941697353,13.380322_52.514833,13.380522_52.514872
941697353,13.380522_52.514872,13.380704_52.514907
941697353,13.380704_52.514907,13.381127_52.514990
941697353,13.381127_52.514990,13.381184_52.515001
941697353,13.381184_52.515001,13.381258_52.515015
941697353,13.381258_52.515015,13.381357_52.515034
942234130,13.394063_52.521030,13.393999_52.521007
942234131,13.394133_52.521065,13.394063_52.521030
942234132,13.391865_52.523118,13.391987_52.523092
942234132,13.391987_52.523092,13.392061_52.523077
942234132,13.392061_52.523077,13.392077_52.523105
942234133,13.393835_52.518314,13.393719_52.518933
942234133,13.393719_52.518933,13.393716_52.518952
942234133,13.393716_52.518952,13.393346_52.518929
942234133,13.393346_52.518929,13.393460_52.518291
942234134,13.392093_52.523136,13.392116_52.523131
942234135,13.393719_52.518933,13.393972_52.518949
942234136,13.392116_52.523131,13.392134_52.523127
942234137,13.392134_52.523127,13.392140_52.523126
942234138,13.392077_52.523105,13.392093_52.523136
942234138,13.392093_52.523136,13.392110_52.523166
942234139,13.392110_52.523166,13.392127_52.523196
942234139,13.392127_52.523196,13.392054_52.523212
942234139,13.392054_52.523212,13.391934_52.523236
942234140,13.394086_52.521118,13.394133_52.521065
942234140,13.394133_52.521065,13.394146_52.521050
951438802,13.367173_52.524964,13.367169_52.525047
951438802,13.367169_52.525047,13.367146_52.525532
954816241,13.365749_52.512908,13.365571_52.512819
954816241,13.365571_52.512819,13.365431_52.512750
954816241,13.365431_52.512750,13.365324_52.512698
954816241,13.365324_52.512698,13.365234_52.512609
954816241,13.365234_52.512609,13.365163_52.512551
954816241,13.365163_52.512551,13.364984_52.512478
954816241,13.364984_52.512478,13.364778_52.512419
954816241,13.364778_52.512419,13.364587_52.512371
954816241,13.364587_52.512371,13.364322_52.512310
954816242,13.370198_52.514182,13.370248_52.514179
954816242,13.370248_52.514179,13.370261_52.514211
954816242,13.370261_52.514211,13.370335_52.514404
954816242,13.370335_52.514404,13.370293_52.514432
954816242,13.370293_52.514432,13.370266_52.514467
954816242,13.370266_52.514467,13.370254_52.514511
954816242,13.370254_52.514511,13.370261_52.514549
954816242,13.370261_52.514549,13.370272_52.514568
954816242,13.370272_52.514568,13.370286_52.514587
954816242,13.370286_52.514587,13.370317_52.514612
954816242,13.370317_52.514612,13.370355_52.514633
954816242,13.370355_52.514633,13.370428_52.514655
954816242,13.370428_52.514655,13.370454_52.514729
954816242,13.370454_52.514729,13.370535_52.514942
954816242,13.370535_52.514942,13.370496_52.514947
954816242,13.370496_52.514947,13.370526_52.515035
954816242,13.370526_52.515035,13.370504_52.515065
954816242,13.370504_52.515065,13.370498_52.515085
954816242,13.370498_52.515085,13.370497_52.515104
954816242,13.370497_52.515104,13.370503_52.515124
954816242,13.370503_52.515124,13.370513_52.515142
954816242,13.370513_52.515142,13.370541_52.515169
954816242,13.370541_52.515169,13.370564_52.515183
954816242,13.370564_52.515183,13.370592_52.515261
954816242,13.370592_52.515261,13.370651_52.515253
954816242,13.370651_52.515253,13.370713_52.515396
954816242,13.370713_52.515396,13.370850_52.515678
954816243,13.370185_52.514143,13.370198_52.514182
954816244,13.371128_52.514094,13.371216_52.514096
954816244,13.371216_52.514096,13.371264_52.514110
954816244,13.371264_52.514110,13.371308_52.514123
954816244,13.371308_52.514123,13.371369_52.514148
954816244,13.371369_52.514148,13.371419_52.514175
954816244,13.371419_52.514175,13.371450_52.514205
954816244,13.371450_52.514205,13.371456_52.514227
954816244,13.371456_52.514227,13.371455_52.514247
954816244,13.371455_52.514247,13.371454_52.514259
954816244,13.371454_52.514259,13.371445_52.514289
954816244,13.371445_52.514289,13.371453_52.514330
954816244,13.371453_52.514330,13.371493_52.514401
954816245,13.372037_52.514337,13.371787_52.514367
954816245,13.371787_52.514367,13.371687_52.514379
954816245,13.371687_52.514379,13.371569_52.514393
954816245,13.371569_52.514393,13.371493_52.514401
954816246,13.370147_52.514106,13.370133_52.514145
954816246,13.370133_52.514145,13.370158_52.514220
954816246,13.370158_52.514220,13.370261_52.514211
956605151,13.378144_52.522341,13.378111_52.522413
956605151,13.378111_52.522413,13.378105_52.522425
956605152,13.378049_52.522415,13.378054_52.522403
956605152,13.378054_52.522403,13.378088_52.522332
957219957,13.374451_52.527867,13.374439_52.527883
957219957,13.374439_52.527883,13.374403_52.527934
957219957,13.374403_52.527934,13.374378_52.527970
957219957,13.374378_52.527970,13.374369_52.527982
957219957,13.374369_52.527982,13.374359_52.527997
957219957,13.374359_52.527997,13.374335_52.528032
957219957,13.374335_52.528032,13.374306_52.528073
957219957,13.374306_52.528073,13.374290_52.528095
957219958,13.374044_52.528021,13.373995_52.528005
957219960,13.371104_52.527052,13.370977_52.527077
957219960,13.370977_52.527077,13.370687_52.527085
957219963,13.370653_52.526905,13.370611_52.526953
957219963,13.370611_52.526953,13.370571_52.527003
961902504,13.377821_52.523242,13.377796_52.523303
961902504,13.377796_52.523303,13.377786_52.523317
963861593,13.376272_52.522113,13.375263_52.521766
963861594,13.375263_52.521766,13.375196_52.521740
963861594,13.375196_52.521740,13.375144_52.521719
963861594,13.375144_52.521719,13.375113_52.521706
963861594,13.375113_52.521706,13.375082_52.521692
963861594,13.375082_52.521692,13.375022_52.521665
963861594,13.375022_52.521665,13.374891_52.521598
963861594,13.374891_52.521598,13.374700_52.521499
963861594,13.374700_52.521499,13.374219_52.521241
963861594,13.374219_52.521241,13.374191_52.521226
963861594,13.374191_52.521226,13.374163_52.521211
963861594,13.374163_52.521211,13.373932_52.521086
963861594,13.373932_52.521086,13.373762_52.520997
963861594,13.373762_52.520997,13.373737_52.520983
963861598,13.373737_52.520983,13.373548_52.520983
963861598,13.373548_52.520983,13.373331_52.520983
963861598,13.373331_52.520983,13.372654_52.520984
963861598,13.372654_52.520984,13.372616_52.520984
963861599,13.374157_52.520983,13.375491_52.520978
963861601,13.375396_52.521588,13.375377_52.521607
963861602,13.375377_52.521607,13.375504_52.521653
963861602,13.375504_52.521653,13.375747_52.521739
963861602,13.375747_52.521739,13.376185_52.521895
963861602,13.376185_52.521895,13.376355_52.521955
963861602,13.376355_52.521955,13.376390_52.521967
963861603,13.373993_52.520884,13.373824_52.520782
963861605,13.374365_52.521096,13.374330_52.521121
963861605,13.374330_52.521121,13.374275_52.521161
963861605,13.374275_52.521161,13.374221_52.521206
963861605,13.374221_52.521206,13.374211_52.521213
963861605,13.374211_52.521213,13.374191_52.521226
963861606,13.376666_52.522046,13.376684_52.522017
963861606,13.376684_52.522017,13.376691_52.522006
963861606,13.376691_52.522006,13.376713_52.521971
963861606,13.376713_52.521971,13.376818_52.521799
963861606,13.376818_52.521799,13.376898_52.521660
963861606,13.376898_52.521660,13.376948_52.521568
963861606,13.376948_52.521568,13.376960_52.521540
963861606,13.376960_52.521540,13.376979_52.521505
963861606,13.376979_52.521505,13.376992_52.521473
963861606,13.376992_52.521473,13.377004_52.521446
963861606,13.377004_52.521446,13.377046_52.521346
963861606,13.377046_52.521346,13.377081_52.521259
963861606,13.377081_52.521259,13.377111_52.521182
963861606,13.377111_52.521182,13.377134_52.521120
963861606,13.377134_52.521120,13.377154_52.521057
963861606,13.377154_52.521057,13.377182_52.520975
963861607,13.376588_52.522148,13.376632_52.522096
963861607,13.376632_52.522096,13.376666_52.522046
963861608,13.376414_52.521937,13.376402_52.521952
963861608,13.376402_52.521952,13.376390_52.521967
