id,lon,lat
13.377657_52.515674,13.3776565,52.5156741
12.978842_51.078117,12.978842334824542,51.07811652042798
11.895689_52.308945,11.895688608371229,52.30894464405303
14.566428_53.443570,14.566427940539068,53.443570066921225
13.373621_52.523958,13.3736207,52.5239576
13.369622_52.515775,13.3696224,52.5157749
13.392291_52.528373,13.3922906,52.5283727
14.720230_53.166807,14.720229907140302,53.16680663763959
13.369327_52.515869,13.3693273,52.5158693
13.708662_51.065947,13.708661849955636,51.065947220086464
13.385586_52.517972,13.3855861,52.5179724
13.393511_52.518294,13.3935106,52.5182942
14.207749_53.770748,14.207748883923513,53.77074821708183
13.378324_52.525520,13.3783237,52.5255201
13.389269_52.523218,13.3892688,52.5232177
14.856414_52.827986,14.8564144444275,52.82798567086734
13.388322_52.526212,13.3883225,52.5262118
11.906564_52.285990,11.906563890536054,52.28599000908559
13.384657_52.514358,13.3846573,52.5143576
13.385965_52.516744,13.3859647,52.516744
13.758323_51.075295,13.758323117811006,51.0752945520604
13.380971_52.512416,13.3809709,52.512416
13.373809_52.522385,13.3738091,52.5223855
13.375797_52.528560,13.3757967,52.5285597
13.368693_52.514759,13.3686929,52.5147594
11.872279_52.644047,11.872278998588083,52.64404700789804
13.371991_52.520890,13.3719911,52.52089
12.366846_51.422785,12.366846206810864,51.4227848820284
13.380265_52.524935,13.3802648,52.5249355
14.855720_52.789636,14.85571956176543,52.789636047232534
13.516318_51.027957,13.516318267574375,51.02795734815816
13.380949_52.528538,13.3809492,52.5285376
13.380004_52.521136,13.3800038,52.5211357
13.369988_52.523321,13.3699884,52.5233206
13.364129_52.531735,13.3641293,52.5317352
10.439896_51.869786,10.439896431018784,51.86978595460156
13.374566_52.527556,13.3745657,52.527556
13.386102_52.514485,13.3861024,52.5144847
13.355588_54.015264,13.35558837414433,54.01526408540514
12.069771_53.263304,12.069770603976043,53.26330449582796
13.383586_52.528320,13.3835864,52.5283195
13.376225_52.522451,13.3762248,52.522451
14.864437_52.786336,14.864437120952681,52.786336395437026
13.377713_52.523378,13.3777127,52.5233775
13.386505_52.520193,13.3865046,52.5201926
13.365972_52.525168,13.3659715,52.5251678
13.392093_52.523136,13.3920934,52.5231355
13.386017_52.516973,13.3860175,52.5169729
13.576277_49.522934,13.57627679661544,49.52293430912695
13.366106_52.514035,13.3661056,52.5140345
13.360683_52.533948,13.3606829,52.5339479
13.372591_52.528067,13.3725907,52.528067
14.837589_52.227352,14.837589206113408,52.22735234953063
13.381199_52.522923,13.3811987,52.5229233
13.385920_52.516568,13.38592,52.5165679
13.375664_52.514992,13.3756645,52.5149915
13.379451_52.529996,13.3794508,52.5299956
13.373600_52.523428,13.3736003,52.5234281
13.381699_52.528152,13.3816994,52.5281524
13.389255_52.514861,13.3892554,52.5148608
13.391087_52.515017,13.3910875,52.5150166
13.385942_52.517060,13.3859419,52.5170603
13.386297_52.523322,13.3862974,52.5233215
13.385579_52.515476,13.3855788,52.5154756
13.395287_52.529843,13.395287,52.5298425
13.388344_52.526414,13.388344,52.5264137
14.240873_53.757401,14.24087293927775,53.75740070622511
13.375182_52.521752,13.3751825,52.5217521
13.379113_52.526352,13.3791126,52.526352
13.365645_52.522225,13.3656455,52.5222249
13.393437_52.517393,13.3934375,52.5173929
13.394884_52.524500,13.3948843,52.5244997
13.368769_52.525140,13.3687689,52.5251399
13.380270_52.516612,13.3802701,52.5166124
13.383983_52.516934,13.3839832,52.5169339
13.376894_52.520975,13.3768942,52.5209746
13.387442_52.525847,13.3874421,52.5258469
13.389720_52.529704,13.38972,52.5297043
13.370632_52.526826,13.3706322,52.5268261
13.393557_52.526253,13.3935569,52.526253
14.863453_52.791792,14.8634533756969,52.791792285498616
13.621143_51.042157,13.621142544601605,51.04215691962757
13.293679_54.010830,13.293678910061246,54.010830008576306
13.052517_51.064147,13.052516664597045,51.06414684766954
13.384499_52.515349,13.3844993,52.5153492
13.391657_52.521857,13.3916567,52.5218566
13.376969_52.516083,13.3769694,52.5160832
13.375268_52.516573,13.3752677,52.516573
13.365234_52.512609,13.3652335,52.5126088
13.391099_52.514760,13.3910988,52.5147602
13.367991_52.525724,13.3679908,52.5257238
13.364137_52.527465,13.3641371,52.5274647
13.377193_52.523637,13.3771933,52.5236374
14.861615_52.785174,14.861615436581445,52.78517421031085
13.374932_52.520833,13.3749325,52.5208329
13.387483_52.528688,13.3874827,52.5286878
13.198594_51.029820,13.198594235122515,51.029819627787504
13.371914_52.516740,13.3719141,52.5167403
13.374484_52.526691,13.3744841,52.5266908
13.382938_52.530828,13.3829383,52.530828
13.490138_51.018145,13.490137595133923,51.018144523186166
11.899687_52.704635,11.89968657829595,52.704634814524944
13.351886_52.514763,13.3518863,52.5147627
11.899306_52.280395,11.899306300274407,52.28039461597256
13.385549_52.524554,13.3855489,52.524554
13.379484_52.523576,13.3794838,52.5235759
13.620759_51.042269,13.620759055588165,51.042269199807876
13.384769_52.524026,13.3847688,52.5240255
13.394001_52.521948,13.3940005,52.5219479
13.391597_52.523396,13.3915974,52.5233956
13.393166_52.514927,13.3931662,52.5149266
13.368905_52.525863,13.3689047,52.5258631
11.867229_52.466961,11.867228945457994,52.46696103329487
11.881773_52.749017,11.88177340087991,52.74901718568676
13.389188_52.513917,13.3891885,52.5139167
13.377147_52.513177,13.3771473,52.5131771
13.374414_52.528946,13.3744143,52.5289458
14.867635_52.749561,14.867635007532598,52.74956132860373
13.369754_52.521845,13.3697537,52.5218446
13.378446_52.521602,13.3784464,52.5216019
13.380050_52.520857,13.3800505,52.5208568
13.388142_52.521951,13.3881416,52.5219506
13.377643_52.520779,13.3776428,52.5207791
13.378448_52.519602,13.3784484,52.519602
13.298468_54.010241,13.298468302300007,54.010241086216304
13.369241_52.529700,13.3692411,52.5296996
13.371999_52.516611,13.3719992,52.5166107
13.362407_52.530277,13.3624067,52.5302772
13.369669_52.524630,13.3696693,52.5246295
13.375762_52.530788,13.3757621,52.5307879
13.369207_52.526702,13.3692072,52.5267019
13.370517_52.523174,13.3705169,52.5231737
13.389162_52.514854,13.3891616,52.5148541
13.385439_52.528487,13.3854389,52.5284866
13.395402_52.519970,13.3954021,52.5199698
11.870895_52.464517,11.870894817204405,52.46451749830659
13.387472_52.530504,13.387472,52.5305039
13.369035_52.514954,13.3690352,52.5149544
12.496173_55.398909,12.496173066794695,55.398908957425114
13.389885_52.526668,13.3898852,52.5266683
13.368609_52.515318,13.3686087,52.515318
14.541699_51.593938,14.541699076632604,51.593938169136216
13.279587_54.014797,13.279587400730556,54.014797066160654
12.493863_55.392403,12.493863433526423,55.39240285466133
13.368961_52.526583,13.3689613,52.5265833
13.388204_52.515655,13.3882036,52.5156551
13.370167_52.523423,13.3701673,52.5234225
13.383886_52.516756,13.3838862,52.5167558
13.432097_54.016051,13.432097493189302,54.016051041607824
13.367216_52.524699,13.367216,52.5246992
13.386422_52.524210,13.3864219,52.5242103
13.376537_52.524300,13.3765367,52.5242998
13.385996_52.525371,13.3859957,52.5253713
13.364046_52.511476,13.3640458,52.5114764
13.369066_52.524855,13.3690659,52.5248549
13.389633_52.520369,13.3896332,52.5203687
13.389684_52.514726,13.3896843,52.5147263
13.387308_52.521202,13.3873078,52.5212018
13.394541_52.520951,13.3945413,52.5209507
13.381892_52.513928,13.3818921,52.5139281
13.391014_52.522171,13.3910137,52.5221708
13.378217_52.520974,13.3782171,52.5209744
13.391729_52.517675,13.3917292,52.5176753
13.372300_52.519329,13.3722995,52.5193294
13.378933_52.516874,13.3789331,52.5168742
13.369776_52.525713,13.3697763,52.525713
13.388033_52.517227,13.3880331,52.5172267
13.369677_52.524495,13.369677,52.524495
13.387585_52.519859,13.3875854,52.5198589
13.371104_52.527052,13.3711045,52.5270523
13.367069_52.521230,13.3670689,52.5212299
14.823039_52.942221,14.823038684096938,52.942221108656646
13.372271_52.521025,13.3722708,52.5210254
13.379583_52.525045,13.3795827,52.5250452
13.376928_52.512588,13.3769276,52.5125881
13.374219_52.527714,13.3742194,52.5277144
13.393341_52.516834,13.393341,52.5168336
13.366178_52.523929,13.3661782,52.5239289
13.374060_52.517882,13.3740597,52.5178825
13.386862_52.520099,13.3868615,52.5200989
13.028879_51.069823,13.028878516790853,51.06982303611963
13.389261_52.514274,13.3892608,52.5142735
13.393109_52.525027,13.393109,52.5250268
13.391934_52.521062,13.3919343,52.5210617
13.389464_52.513821,13.3894637,52.513821
13.293434_54.011699,13.293433553115106,54.01169930175239
13.393750_52.528425,13.3937501,52.5284252
13.384424_52.527046,13.3844239,52.5270462
13.371404_52.516407,13.3714041,52.5164066
13.375974_52.529270,13.3759741,52.5292697
13.388931_52.515556,13.3889315,52.5155562
14.867043_52.771110,14.867043350235614,52.771109613007305
13.363865_52.513841,13.363865,52.5138413
13.365972_52.526379,13.3659718,52.5263789
13.365521_52.519677,13.3655209,52.5196774
13.369711_52.520921,13.3697115,52.520921
13.370813_52.517779,13.3708133,52.5177791
13.365317_52.523385,13.3653167,52.5233854
13.372866_52.514117,13.3728658,52.514117
13.393342_52.530494,13.3933418,52.530494
13.380898_52.511078,13.3808982,52.5110781
13.381993_52.522816,13.3819933,52.5228158
11.870706_52.473902,11.870706013316951,52.47390161066751
16.364364_52.271611,16.364363844701668,52.271610677347056
13.380903_52.528662,13.3809033,52.5286621
13.378203_52.528665,13.378203,52.5286647
13.477751_51.019475,13.47775061656046,51.01947527428256
13.377438_52.516562,13.3774376,52.5165621
13.373995_52.528005,13.3739952,52.5280054
13.393901_52.528628,13.3939011,52.5286284
10.721668_53.890573,10.721668475691551,53.89057253853118
13.369859_52.517837,13.3698586,52.5178366
13.304032_54.011488,13.304031763514244,54.011488281038154
14.860743_52.803716,14.86074301443035,52.80371577070001
12.585057_53.787600,12.58505700229723,53.787599783386646
13.370755_52.517875,13.3707545,52.5178749
13.382086_52.526578,13.3820858,52.5265785
13.377629_52.516155,13.3776295,52.5161549
13.384688_52.529386,13.3846883,52.5293856
13.370571_52.527003,13.3705714,52.5270035
13.394093_52.522153,13.3940926,52.5221533
13.386243_52.527898,13.3862433,52.5278976
13.378562_52.529234,13.3785616,52.5292339
13.379529_52.529441,13.3795289,52.5294408
16.375852_52.422583,16.37585156507205,52.42258321822989
11.906383_52.269339,11.906382750933009,52.2693391824733
14.863950_52.808772,14.863949843740894,52.808772371220066
13.380927_52.526270,13.3809266,52.5262704
13.284496_54.015127,13.284496120502896,54.0151266749857
12.295994_51.481704,12.295993708887478,51.481703659566705
13.370535_52.523564,13.370535,52.5235643
13.385497_52.515683,13.3854974,52.5156832
13.393070_52.519892,13.3930698,52.5198921
13.367818_52.521949,13.3678179,52.5219488
13.370155_52.515845,13.370155,52.5158449
13.142228_54.003678,13.142227788153342,54.00367818632062
12.996905_53.973772,12.996905366448708,53.97377160954926
14.768413_51.964177,14.768413324240052,51.96417660766696
13.383894_52.516608,13.3838938,52.5166078
13.300732_54.010371,13.300731978456298,54.010371017100454
13.381295_52.515163,13.3812951,52.5151625
12.277012_51.507526,12.27701247259051,51.50752620650004
13.388692_52.517074,13.3886915,52.5170739
13.393904_52.528428,13.393904,52.5284283
13.380652_52.528300,13.3806517,52.5283004
13.373237_52.530285,13.3732366,52.5302845
13.370866_52.523254,13.3708662,52.5232542
13.389993_52.520686,13.3899934,52.5206862
13.393291_52.525647,13.3932908,52.5256465
14.419666_53.598678,14.41966612633989,53.59867780396979
13.376895_52.512830,13.3768951,52.5128304
13.375295_52.520782,13.3752954,52.5207822
13.375203_52.524470,13.3752034,52.5244695
10.383553_52.707364,10.383552928195831,52.707363976290665
13.371419_52.514175,13.3714193,52.5141751
12.497506_51.316256,12.497505881493328,51.31625640609814
13.364985_52.522737,13.364985,52.5227367
13.369581_52.526947,13.369581,52.5269472
13.365801_52.526722,13.3658015,52.5267224
13.365510_52.525187,13.3655103,52.5251874
13.378427_52.528935,13.3784271,52.5289347
13.370804_52.526929,13.3708044,52.5269293
13.372440_52.522582,13.3724396,52.522582
13.391825_52.525900,13.3918246,52.5259004
13.131107_53.992816,13.131107403962565,53.992815585004564
11.502420_58.229530,11.50242009237825,58.229530397455726
13.384054_52.528001,13.3840542,52.5280013
13.381841_52.514468,13.3818411,52.5144682
13.680390_49.541511,13.680389945317213,49.54151112249566
13.365981_52.522399,13.3659808,52.522399
13.391621_52.530171,13.3916214,52.5301708
13.381072_52.526441,13.3810724,52.526441
13.379442_52.526330,13.3794425,52.5263302
13.374645_52.526948,13.3746447,52.5269476
13.385357_52.525498,13.3853565,52.5254985
13.344237_54.019318,13.344237398150124,54.019318192824414
13.920776_51.132445,13.920775758363384,51.13244522432984
13.389923_52.514865,13.3899229,52.5148654
10.429170_51.978425,10.429170077440482,51.97842460747341
10.721918_51.127089,10.721917885175403,51.127088783657
13.384090_52.527946,13.3840901,52.527946
13.368900_52.525570,13.3688997,52.5255698
13.384776_52.527847,13.3847764,52.5278465
13.472855_51.031573,13.472855191774817,51.03157285471489
13.385501_52.530308,13.3855009,52.5303085
13.365618_52.519360,13.3656182,52.5193595
13.469512_51.019128,13.469512128541576,51.0191279161196
14.060752_49.606870,14.060751740374883,49.606869751293296
13.395320_52.523043,13.3953203,52.5230431
13.392738_52.524896,13.3927384,52.5248963
13.378500_52.526142,13.3784995,52.526142
13.386527_52.525067,13.386527,52.5250666
12.083206_51.789384,12.083206353296282,51.789383687449494
13.385406_52.516262,13.3854059,52.5162617
13.367840_52.522317,13.3678404,52.5223167
13.379007_52.519564,13.3790074,52.5195642
12.200265_51.591194,12.200265429503546,51.59119381568519
13.377099_52.524023,13.3770992,52.5240231
13.379119_52.528286,13.3791194,52.5282864
13.370316_52.529774,13.3703155,52.5297736
13.368086_52.526318,13.3680857,52.5263183
13.367788_52.522248,13.3677877,52.5222477
13.342925_48.015137,13.342924967178242,48.01513694577523
13.369916_52.523084,13.369916,52.523084
13.364668_52.521392,13.364668,52.5213917
13.389278_52.515659,13.3892781,52.5156592
13.386354_52.520577,13.3863542,52.5205767
13.275601_54.019594,13.27560076137014,54.01959423001558
13.376363_52.524805,13.3763633,52.5248051
13.371927_52.522636,13.3719274,52.5226365
14.839300_52.901196,14.839300370519789,52.901196372795056
13.385845_52.516563,13.3858446,52.5165631
13.369072_52.525148,13.3690721,52.525148
13.368563_52.525579,13.3685631,52.5255794
13.390594_52.518860,13.3905938,52.5188596
13.371890_52.512360,13.3718899,52.5123605
13.389868_52.529917,13.3898678,52.5299169
13.396544_52.527031,13.3965443,52.5270312
13.395158_52.522417,13.3951583,52.5224173
13.384566_52.522455,13.3845663,52.5224555
13.390443_52.519969,13.3904428,52.5199694
13.375721_52.514895,13.3757209,52.5148952
11.921614_52.198326,11.921614123527922,52.19832626278428
13.392302_52.528124,13.3923025,52.5281244
13.641797_53.996734,13.641797186424713,53.99673373475863
13.384213_52.527167,13.3842132,52.5271671
13.094265_57.006016,13.09426529325016,57.00601590733407
13.387574_52.520148,13.3875735,52.5201478
13.387608_52.520240,13.3876079,52.5202399
14.293501_49.671138,14.293500891860138,49.67113806946551
13.377000_52.522884,13.3770003,52.5228843
13.371453_52.514330,13.3714525,52.5143296
13.375290_52.520882,13.3752902,52.520882
13.376878_52.517453,13.3768781,52.517453
13.395243_52.518647,13.3952431,52.5186469
13.383316_52.516224,13.3833159,52.5162244
13.369055_52.528606,13.3690547,52.5286062
13.376167_52.528421,13.3761669,52.5284214
13.386145_52.524281,13.3861451,52.5242806
13.388507_52.520027,13.3885067,52.5200272
13.369585_52.515587,13.3695847,52.5155867
13.376482_52.529036,13.3764818,52.5290358
13.379633_52.526461,13.3796331,52.5264612
13.379803_52.520919,13.3798029,52.5209195
13.381027_52.512684,13.3810271,52.5126839
13.370090_52.522054,13.3700904,52.5220544
13.389345_52.512922,13.3893452,52.5129221
13.379775_52.522548,13.3797755,52.5225484
13.370465_52.529941,13.3704646,52.5299411
13.387332_52.522992,13.3873316,52.5229916
15.993260_53.999853,15.993259510753436,53.99985252000027
13.374528_52.527932,13.3745281,52.5279321
13.371301_52.527226,13.3713013,52.527226
13.375839_52.524952,13.3758389,52.5249519
13.369105_52.524797,13.3691055,52.5247969
11.904547_52.280786,11.904547353874783,52.28078585000948
13.497547_51.020838,13.49754682911804,51.020838136675906
13.379463_52.528356,13.3794631,52.5283557
13.389052_52.527997,13.3890519,52.5279973
11.940464_52.131132,11.940463745843868,52.1311320955424
13.368542_52.520895,13.3685424,52.5208952
13.378197_52.523750,13.3781966,52.5237501
13.563590_49.521977,13.56359012131945,49.52197672200574
13.288633_54.015398,13.288632666222192,54.01539771293119
11.895002_52.376359,11.895002415203384,52.376358556321605
12.665424_53.835078,12.665423724037828,53.835077962322664
12.877841_51.106367,12.877840611889319,51.10636748471427
13.385402_52.528123,13.3854015,52.5281227
13.386107_52.519283,13.3861071,52.5192834
13.388148_52.529320,13.3881483,52.5293203
14.857899_52.777127,14.857899126259637,52.77712731852834
12.861204_53.934205,12.86120400398415,53.93420469914002
13.379576_52.528361,13.3795762,52.5283612
13.380501_52.516612,13.380501,52.5166124
13.373588_52.524863,13.3735884,52.5248631
13.375052_52.524347,13.3750519,52.5243471
13.382743_52.530822,13.3827425,52.5308221
13.390008_52.530007,13.3900077,52.5300074
12.482078_51.331337,12.482077547627602,51.33133652996256
13.127054_54.001173,13.127054157906992,54.00117317937592
14.866162_52.451457,14.866162156155326,52.45145664108955
13.380078_52.520859,13.3800777,52.5208588
11.889741_52.324569,11.889740928242192,52.32456870922921
13.180319_55.509467,13.180318548358025,55.50946651326885
13.370791_52.525823,13.3707908,52.5258234
13.369999_52.523454,13.3699989,52.5234543
13.951255_49.577308,13.951255495192337,49.5773075864523
13.376018_52.524394,13.3760184,52.5243938
13.369853_52.516173,13.3698526,52.5161732
13.384692_52.528385,13.3846916,52.5283852
13.375050_52.511876,13.3750498,52.5118765
13.384636_52.523394,13.3846356,52.5233944
13.383638_52.530234,13.3836377,52.5302335
10.734154_53.914681,10.734154247709533,53.9146810433056
13.394418_52.522712,13.3944178,52.5227117
14.592990_53.390962,14.592989917321521,53.390962445772615
13.393588_52.522132,13.3935885,52.5221315
13.392400_52.524366,13.3923996,52.5243664
13.367992_52.530684,13.3679915,52.5306844
13.392185_52.526108,13.392185,52.5261083
13.388495_52.524465,13.388495,52.5244649
13.393905_52.530581,13.3939054,52.5305812
12.497456_51.316189,12.497456399476128,51.316188617266526
13.391990_52.529760,13.3919896,52.5297604
13.366909_52.527315,13.3669086,52.5273145
13.378103_52.523712,13.378103,52.5237119
13.388521_52.526252,13.388521,52.526252
13.372436_52.511430,13.3724362,52.5114296
13.374658_52.527127,13.374658,52.5271266
14.034929_53.866029,14.034929126422238,53.86602893623914
13.370248_52.522141,13.3702484,52.5221413
11.933892_52.168024,11.933891915571532,52.16802395170811
13.380294_52.519504,13.3802937,52.5195041
11.894984_52.308844,11.89498385950825,52.30884396564403
13.390446_52.517069,13.390446,52.5170691
13.375380_52.520918,13.3753798,52.5209184
13.387146_52.526016,13.3871455,52.5260162
13.376679_52.526678,13.3766788,52.5266782
11.903701_52.307640,11.903700813103526,52.307639596121724
13.373970_52.512644,13.3739702,52.5126437
13.365491_52.524574,13.3654914,52.5245736
13.363000_52.531522,13.3629999,52.5315224
13.393256_52.525426,13.3932558,52.5254257
13.388092_52.527449,13.3880923,52.5274494
13.368170_52.524039,13.3681696,52.5240389
13.667228_51.056573,13.66722828712798,51.05657254743726
13.373885_52.524560,13.3738847,52.5245603
13.378144_52.522341,13.3781445,52.5223413
13.364371_51.017799,13.364371439914898,51.01779884550363
13.373514_52.520875,13.3735136,52.5208754
13.380052_52.523502,13.3800519,52.5235022
13.303606_54.016295,13.303605680998535,54.016294632733036
13.302014_51.019324,13.3020144795145,51.01932360928829
13.385064_52.513869,13.3850643,52.5138695
14.876913_52.498913,14.876912772671195,52.49891334993962
13.371009_52.524115,13.3710093,52.524115
13.381019_52.514072,13.3810192,52.514072
13.385780_52.523666,13.3857803,52.5236656
13.392437_52.518494,13.3924369,52.518494
13.377710_52.520741,13.37771,52.5207415
13.111669_57.008067,13.111668851527034,57.00806711246639
13.389936_52.521473,13.3899359,52.521473
13.370675_52.524777,13.3706754,52.5247766
13.368600_52.525333,13.3685995,52.5253329
13.370353_52.513666,13.3703532,52.5136662
13.471003_51.020186,13.471003148169805,51.02018580248458
13.377527_52.522489,13.3775273,52.522489
12.998185_53.974623,12.998184564369947,53.97462320134157
14.869080_52.755286,14.869080428894286,52.75528644486507
12.664623_53.836538,12.664622929499162,53.83653772642305
14.712111_53.207587,14.712110756875443,53.207586849034065
13.379483_52.526293,13.3794833,52.5262932
17.870539_52.466764,17.87053906392962,52.46676385260413
13.489158_51.019005,13.489158324830763,51.0190048208572
13.377699_52.521711,13.3776989,52.5217112
13.374332_52.518595,13.3743323,52.518595
13.369400_52.519486,13.3694003,52.5194861
13.376841_52.520949,13.3768409,52.5209485
13.379975_52.525356,13.379975,52.5253562
13.486111_51.020309,13.48611071724136,51.02030852806997
13.381946_52.524215,13.3819457,52.5242155
13.378307_52.516321,13.3783073,52.5163212
13.370501_52.525508,13.3705011,52.5255076
13.381827_52.526456,13.3818268,52.5264563
13.388766_52.525202,13.3887665,52.5252025
13.379276_52.522451,13.3792763,52.5224506
13.370149_52.515731,13.3701487,52.5157313
13.381777_52.524104,13.3817769,52.5241044
13.393401_52.516173,13.3934008,52.5161727
13.373598_52.519520,13.3735984,52.5195202
14.866163_52.759030,14.86616336953199,52.7590302066461
13.354503_52.514628,13.3545031,52.5146281
13.395238_52.517250,13.3952376,52.5172498
13.377344_52.528842,13.3773441,52.5288416
13.380962_52.528282,13.3809624,52.5282816
13.386377_52.520440,13.386377,52.5204395
14.861407_52.804054,14.86140669638892,52.80405391574398
13.392524_52.528059,13.3925236,52.5280591
12.453759_56.929652,12.453759433018828,56.92965158850808
13.394217_52.523175,13.3942169,52.5231749
12.417181_51.378763,12.417181123235993,51.37876290366647
13.376505_52.516000,13.3765049,52.5159997
13.369155_52.525417,13.3691555,52.5254169
13.394127_52.526056,13.3941269,52.5260561
13.300083_54.014223,13.300082516342743,54.01422296074899
13.371802_52.530001,13.3718021,52.5300007
13.284807_54.015148,13.28480729415806,54.01514778786123
13.385362_52.525479,13.3853616,52.5254789
13.374268_52.512622,13.3742683,52.5126221
11.897069_52.294668,11.897069380556303,52.294668227700726
13.368206_52.524142,13.3682059,52.5241419
13.361369_52.533126,13.3613687,52.5331264
11.872942_52.641462,11.87294164942617,52.64146210974497
13.370401_52.522317,13.3704015,52.5223167
13.394530_52.527926,13.3945303,52.5279262
13.388632_52.519948,13.3886318,52.5199476
13.374183_52.522179,13.3741827,52.5221789
11.910373_52.263782,11.910372839556576,52.263781559590896
13.378456_52.523268,13.3784557,52.5232679
