id,node,lon,lat
junction_305,13.2307_52.5463,13.2307,52.5463
junction_306,13.2322_52.5405,13.2322,52.5405
junction_307,13.2322_52.5403,13.2322,52.5403
junction_308,13.2322_52.5401,13.2322,52.5401
junction_309,13.241_52.5419,13.241,52.5419
junction_310,13.2456_52.5415,13.2456,52.5415
junction_311,13.247_52.5404,13.247,52.5404
junction_312,13.2442_52.5382,13.2442,52.5382
junction_313,13.2319_52.5386,13.2319,52.5386
junction_314,13.2319_52.5385,13.2319,52.5385
junction_315,13.2468_52.5417,13.2468,52.5417
junction_316,13.2443_52.544,13.2443,52.544
junction_317,13.2423_52.5424,13.2423,52.5424
junction_318,13.2477_52.5402,13.2477,52.5402
junction_319,13.2409_52.542,13.2409,52.542
junction_320,13.2416_52.5434,13.2416,52.5434
junction_321,13.2469_52.539,13.2469,52.539
junction_322,13.233_52.5406,13.233,52.5406
junction_323,13.2325_52.5405,13.2325,52.5405
junction_324,13.224_52.5411,13.224,52.5411
junction_325,13.2207_52.5323,13.2207,52.5323
junction_326,13.2371_52.5389,13.2371,52.5389
junction_327,13.2326_52.5402,13.2326,52.5402
junction_328,13.2405_52.5419,13.2405,52.5419
junction_329,13.2315_52.5305,13.2315,52.5305
junction_330,13.2382_52.5424,13.2382,52.5424
junction_331,13.2327_52.5325,13.2327,52.5325
junction_332,13.2327_52.5324,13.2327,52.5324
junction_333,13.239_52.5388,13.239,52.5388
junction_334,13.2296_52.5379,13.2296,52.5379
junction_335,13.2287_52.5354,13.2287,52.5354
junction_336,13.2231_52.5288,13.2231,52.5288
junction_337,13.225_52.5454,13.225,52.5454
junction_338,13.2467_52.538,13.2467,52.538
junction_339,13.237_52.5469,13.237,52.5469
junction_340,13.2324_52.5383,13.2324,52.5383
junction_341,13.2295_52.5302,13.2295,52.5302
junction_342,13.2302_52.5301,13.2302,52.5301
junction_343,13.2332_52.5384,13.2332,52.5384
junction_344,13.2388_52.5415,13.2388,52.5415
junction_345,13.2475_52.5383,13.2475,52.5383
junction_346,13.2209_52.54,13.2209,52.54
junction_347,13.2261_52.5411,13.2261,52.5411
junction_348,13.2295_52.5462,13.2295,52.5462
junction_349,13.2313_52.5458,13.2313,52.5458
junction_350,13.242_52.5283,13.242,52.5283
junction_351,13.2226_52.5389,13.2226,52.5389
junction_352,13.2227_52.5386,13.2227,52.5386
junction_353,13.2229_52.5383,13.2229,52.5383
junction_354,13.2337_52.5397,13.2337,52.5397
junction_355,13.2318_52.5407,13.2318,52.5407
junction_356,13.2307_52.5465,13.2307,52.5465
junction_357,13.2316_52.53,13.2316,52.53
junction_358,13.2319_52.5446,13.2319,52.5446
junction_359,13.2303_52.5467,13.2303,52.5467
junction_360,13.2316_52.5297,13.2316,52.5297
junction_361,13.2361_52.5386,13.2361,52.5386
junction_362,13.2362_52.5388,13.2362,52.5388
junction_363,13.2404_52.534,13.2404,52.534
junction_364,13.2319_52.5393,13.2319,52.5393
junction_365,13.24_52.5325,13.24,52.5325
junction_366,13.2384_52.5332,13.2384,52.5332
junction_367,13.2422_52.5384,13.2422,52.5384
junction_368,13.237_52.5314,13.237,52.5314
junction_369,13.2394_52.5415,13.2394,52.5415
junction_370,13.2194_52.5408,13.2194,52.5408
junction_371,13.2337_52.5296,13.2337,52.5296
junction_372,13.2343_52.5296,13.2343,52.5296
junction_373,13.244_52.5365,13.244,52.5365
junction_374,13.2468_52.534,13.2468,52.534
junction_375,13.2463_52.5342,13.2463,52.5342
junction_376,13.2454_52.5318,13.2454,52.5318
junction_377,13.2285_52.5282,13.2285,52.5282
junction_378,13.2316_52.5277,13.2316,52.5277
junction_379,13.2259_52.5424,13.2259,52.5424
junction_380,13.2409_52.5379,13.2409,52.5379
junction_381,13.2408_52.5377,13.2408,52.5377
junction_382,13.2407_52.5377,13.2407,52.5377
junction_383,13.2324_52.5276,13.2324,52.5276
junction_384,13.2415_52.5282,13.2415,52.5282
junction_385,13.232_52.5406,13.232,52.5406
junction_386,13.2312_52.5381,13.2312,52.5381
junction_387,13.2261_52.541,13.2261,52.541
junction_388,13.2245_52.5391,13.2245,52.5391
junction_389,13.2208_52.531,13.2208,52.531
junction_390,13.2209_52.5313,13.2209,52.5313
junction_391,13.2249_52.5455,13.2249,52.5455
junction_392,13.2476_52.5325,13.2476,52.5325
junction_393,13.2207_52.531,13.2207,52.531
junction_394,13.232_52.5297,13.232,52.5297
junction_395,13.2323_52.5427,13.2323,52.5427
junction_396,13.247_52.5322,13.247,52.5322
junction_397,13.2469_52.5322,13.2469,52.5322
junction_398,13.2467_52.5315,13.2467,52.5315
junction_399,13.222_52.5316,13.222,52.5316
junction_400,13.2371_52.5292,13.2371,52.5292
junction_401,13.2419_52.5434,13.2419,52.5434
junction_402,13.2287_52.5383,13.2287,52.5383
junction_403,13.2332_52.5454,13.2332,52.5454
junction_404,13.2392_52.5286,13.2392,52.5286
junction_405,13.2412_52.5385,13.2412,52.5385
junction_406,13.2407_52.5386,13.2407,52.5386
junction_407,13.22_52.5405,13.22,52.5405
junction_408,13.2196_52.5409,13.2196,52.5409
junction_409,13.2472_52.5341,13.2472,52.5341
junction_410,13.2252_52.5383,13.2252,52.5383
junction_411,13.2383_52.5447,13.2383,52.5447
junction_412,13.2229_52.5442,13.2229,52.5442
junction_413,13.218_52.5381,13.218,52.5381
junction_414,13.219_52.5393,13.219,52.5393
junction_415,13.2419_52.5435,13.2419,52.5435
junction_416,13.2189_52.5401,13.2189,52.5401
junction_417,13.2189_52.5408,13.2189,52.5408
junction_418,13.2189_52.5402,13.2189,52.5402
junction_419,13.2374_52.5463,13.2374,52.5463
junction_420,13.2302_52.5419,13.2302,52.5419
junction_421,13.2181_52.538,13.2181,52.538
junction_422,13.2373_52.5296,13.2373,52.5296
junction_423,13.2246_52.5448,13.2246,52.5448
junction_424,13.2249_52.5454,13.2249,52.5454
junction_425,13.2243_52.5288,13.2243,52.5288
junction_426,13.2268_52.5285,13.2268,52.5285
junction_427,13.2266_52.5421,13.2266,52.5421
junction_428,13.2409_52.538,13.2409,52.538
junction_429,13.2214_52.5368,13.2214,52.5368
junction_430,13.2389_52.5385,13.2389,52.5385
junction_431,13.2297_52.5369,13.2297,52.5369
junction_432,13.2457_52.541,13.2457,52.541
junction_433,13.2458_52.5406,13.2458,52.5406
junction_434,13.247_52.5407,13.247,52.5407
junction_435,13.2471_52.5386,13.2471,52.5386
junction_436,13.2469_52.5388,13.2469,52.5388
junction_437,13.2468_52.5386,13.2468,52.5386
junction_438,13.241_52.5379,13.241,52.5379
junction_439,13.2282_52.5456,13.2282,52.5456
junction_440,13.2271_52.5458,13.2271,52.5458
junction_441,13.2275_52.5442,13.2275,52.5442
junction_442,13.229_52.5376,13.229,52.5376
junction_443,13.2445_52.5433,13.2445,52.5433
junction_444,13.2471_52.543,13.2471,52.543
junction_445,13.2441_52.5435,13.2441,52.5435
junction_446,13.2405_52.5334,13.2405,52.5334
junction_447,13.2402_52.5337,13.2402,52.5337
junction_448,13.2378_52.5424,13.2378,52.5424
junction_449,13.2366_52.542,13.2366,52.542
junction_450,13.2289_52.5379,13.2289,52.5379
junction_451,13.2208_52.5322,13.2208,52.5322
junction_452,13.2248_52.5402,13.2248,52.5402
junction_453,13.2259_52.5422,13.2259,52.5422
junction_454,13.2261_52.539,13.2261,52.539
junction_455,13.2264_52.5389,13.2264,52.5389
junction_456,13.2249_52.5391,13.2249,52.5391
junction_457,13.2406_52.5377,13.2406,52.5377
junction_458,13.2425_52.5294,13.2425,52.5294
junction_459,13.2441_52.5413,13.2441,52.5413
junction_460,13.2438_52.5401,13.2438,52.5401
junction_461,13.233_52.5401,13.233,52.5401
junction_462,13.2329_52.54,13.2329,52.54
junction_463,13.2335_52.5398,13.2335,52.5398
junction_464,13.2337_52.5398,13.2337,52.5398
junction_465,13.2196_52.538,13.2196,52.538
junction_466,13.2209_52.5314,13.2209,52.5314
junction_467,13.2314_52.5381,13.2314,52.5381
junction_468,13.2321_52.5368,13.2321,52.5368
junction_469,13.2315_52.5381,13.2315,52.5381
junction_470,13.245_52.5363,13.245,52.5363
junction_471,13.2441_52.5392,13.2441,52.5392
junction_472,13.2441_52.5391,13.2441,52.5391
junction_473,13.2424_52.541,13.2424,52.541
junction_474,13.2344_52.5404,13.2344,52.5404
junction_475,13.2399_52.5284,13.2399,52.5284
junction_476,13.2398_52.5284,13.2398,52.5284
junction_477,13.2473_52.5346,13.2473,52.5346
junction_478,13.2472_52.534,13.2472,52.534
junction_479,13.2474_52.5325,13.2474,52.5325
junction_480,13.2243_52.5311,13.2243,52.5311
junction_481,13.2451_52.5284,13.2451,52.5284
junction_482,13.2319_52.5381,13.2319,52.5381
junction_483,13.2443_52.5441,13.2443,52.5441
junction_484,13.2222_52.5354,13.2222,52.5354
junction_485,13.2235_52.5352,13.2235,52.5352
junction_486,13.2392_52.541,13.2392,52.541
junction_487,13.2397_52.5403,13.2397,52.5403
junction_488,13.2296_52.538,13.2296,52.538
junction_489,13.2325_52.5402,13.2325,52.5402
junction_490,13.2233_52.5411,13.2233,52.5411
junction_491,13.2209_52.5392,13.2209,52.5392
junction_492,13.2229_52.538,13.2229,52.538
junction_493,13.223_52.538,13.223,52.538
junction_494,13.2201_52.5399,13.2201,52.5399
junction_495,13.2272_52.5386,13.2272,52.5386
junction_496,13.2273_52.5386,13.2273,52.5386
junction_497,13.2298_52.5465,13.2298,52.5465
junction_498,13.2343_52.5334,13.2343,52.5334
junction_499,13.2369_52.5314,13.2369,52.5314
junction_500,13.2372_52.5306,13.2372,52.5306
junction_501,13.2422_52.5383,13.2422,52.5383
junction_502,13.2385_52.542,13.2385,52.542
junction_503,13.2368_52.5468,13.2368,52.5468
junction_504,13.2319_52.5444,13.2319,52.5444
junction_505,13.2311_52.5459,13.2311,52.5459
junction_506,13.233_52.5358,13.233,52.5358
junction_507,13.2344_52.546,13.2344,52.546
junction_508,13.2246_52.5381,13.2246,52.5381
junction_509,13.223_52.5377,13.223,52.5377
junction_510,13.2413_52.538,13.2413,52.538
junction_511,13.2413_52.5379,13.2413,52.5379
junction_512,13.2411_52.5376,13.2411,52.5376
junction_513,13.2277_52.5368,13.2277,52.5368
junction_514,13.2332_52.5451,13.2332,52.5451
junction_515,13.2195_52.5381,13.2195,52.5381
junction_516,13.2183_52.5378,13.2183,52.5378
junction_517,13.22_52.5372,13.22,52.5372
junction_518,13.2199_52.537,13.2199,52.537
junction_519,13.237_52.5306,13.237,52.5306
junction_520,13.2361_52.5303,13.2361,52.5303
junction_521,13.2335_52.537,13.2335,52.537
junction_522,13.2347_52.5297,13.2347,52.5297
junction_523,13.2288_52.5455,13.2288,52.5455
junction_524,13.2281_52.5441,13.2281,52.5441
junction_525,13.2259_52.5445,13.2259,52.5445
junction_526,13.2253_52.5462,13.2253,52.5462
junction_527,13.2399_52.5429,13.2399,52.5429
junction_528,13.2265_52.5459,13.2265,52.5459
junction_529,13.2192_52.5387,13.2192,52.5387
junction_530,13.219_52.5385,13.219,52.5385
junction_531,13.2232_52.5423,13.2232,52.5423
junction_532,13.2419_52.5388,13.2419,52.5388
junction_533,13.2228_52.5411,13.2228,52.5411
junction_534,13.2189_52.5287,13.2189,52.5287
junction_535,13.2191_52.5287,13.2191,52.5287
junction_536,13.2196_52.5382,13.2196,52.5382
junction_537,13.2277_52.5457,13.2277,52.5457
junction_538,13.2269_52.5443,13.2269,52.5443
junction_539,13.2437_52.5466,13.2437,52.5466
junction_540,13.2415_52.5442,13.2415,52.5442
junction_541,13.2412_52.5452,13.2412,52.5452
junction_542,13.2339_52.5405,13.2339,52.5405
junction_543,13.2439_52.5436,13.2439,52.5436
junction_544,13.2432_52.543,13.2432,52.543
junction_545,13.2472_52.5423,13.2472,52.5423
junction_546,13.2224_52.5425,13.2224,52.5425
junction_547,13.2455_52.5443,13.2455,52.5443
junction_548,13.2458_52.5443,13.2458,52.5443
junction_549,13.2465_52.5443,13.2465,52.5443
junction_550,13.2224_52.5398,13.2224,52.5398
junction_551,13.2303_52.5418,13.2303,52.5418
junction_552,13.2193_52.538,13.2193,52.538
junction_553,13.2192_52.5378,13.2192,52.5378
junction_554,13.2191_52.5377,13.2191,52.5377
junction_555,13.2287_52.5376,13.2287,52.5376
junction_556,13.2288_52.5372,13.2288,52.5372
junction_557,13.2298_52.5372,13.2298,52.5372
junction_558,13.2299_52.5373,13.2299,52.5373
junction_559,13.2306_52.5371,13.2306,52.5371
junction_560,13.2303_52.5369,13.2303,52.5369
junction_561,13.2475_52.5412,13.2475,52.5412
junction_562,13.2292_52.5382,13.2292,52.5382
junction_563,13.2186_52.5288,13.2186,52.5288
junction_564,13.2179_52.5296,13.2179,52.5296
junction_565,13.2166_52.5297,13.2166,52.5297
junction_566,13.217_52.5293,13.217,52.5293
junction_567,13.2172_52.5292,13.2172,52.5292
junction_568,13.2162_52.5304,13.2162,52.5304
junction_569,13.2181_52.5302,13.2181,52.5302
junction_570,13.2288_52.538,13.2288,52.538
junction_571,13.2343_52.5384,13.2343,52.5384
junction_572,13.2205_52.5316,13.2205,52.5316
junction_573,13.2194_52.5287,13.2194,52.5287
junction_574,13.2196_52.5287,13.2196,52.5287
junction_575,13.22_52.5287,13.22,52.5287
junction_576,13.2177_52.529,13.2177,52.529
junction_577,13.2179_52.5289,13.2179,52.5289
junction_578,13.2183_52.5288,13.2183,52.5288
junction_579,13.2178_52.5293,13.2178,52.5293
junction_580,13.2178_52.5291,13.2178,52.5291
junction_581,13.2175_52.5291,13.2175,52.5291
junction_582,13.2286_52.539,13.2286,52.539
junction_583,13.2281_52.5385,13.2281,52.5385
junction_584,13.2266_52.5404,13.2266,52.5404
junction_585,13.2317_52.5409,13.2317,52.5409
junction_586,13.2311_52.5382,13.2311,52.5382
junction_587,13.2188_52.5292,13.2188,52.5292
junction_588,13.219_52.5292,13.219,52.5292
junction_589,13.2192_52.5291,13.2192,52.5291
junction_590,13.2195_52.5291,13.2195,52.5291
junction_591,13.2197_52.5291,13.2197,52.5291
junction_592,13.2187_52.5289,13.2187,52.5289
junction_593,13.2174_52.5296,13.2174,52.5296
junction_594,13.2176_52.5296,13.2176,52.5296
junction_595,13.2444_52.5387,13.2444,52.5387
junction_596,13.2448_52.5398,13.2448,52.5398
junction_597,13.2448_52.54,13.2448,52.54
junction_598,13.2462_52.5392,13.2462,52.5392
