node_id,lon,lat
614,13.2183,52.5292
615,13.2185,52.5292
616,13.2188,52.5292
617,13.219,52.5292
618,13.2191,52.5292
619,13.2192,52.5291
620,13.2195,52.5291
621,13.2197,52.5291
622,13.2201,52.5291
623,13.2187,52.5289
624,13.2184,52.5289
625,13.2182,52.5289
626,13.218,52.529
627,13.2182,52.5287
628,13.2182,52.5286
629,13.2181,52.5285
630,13.218,52.5285
631,13.2178,52.5284
632,13.2177,52.5284
633,13.2176,52.5284
634,13.2175,52.5284
635,13.2173,52.5284
636,13.2172,52.5284
637,13.217,52.5285
638,13.2172,52.5287
639,13.2173,52.5288
640,13.2174,52.5289
641,13.2347,52.5332
642,13.2349,52.5331
643,13.2361,52.5325
644,13.2359,52.5327
645,13.2358,52.5328
646,13.2356,52.533
647,13.2352,52.5331
648,13.2353,52.5332
649,13.2361,52.533
650,13.2368,52.5328
651,13.2375,52.5326
652,13.2383,52.5323
653,13.239,52.532
654,13.2402,52.5314
655,13.2414,52.5309
656,13.2415,52.5307
657,13.2413,52.5305
658,13.2412,52.5303
659,13.241,52.5299
660,13.2408,52.5296
661,13.2407,52.5294
662,13.2405,52.5291
663,13.2403,52.5288
664,13.2401,52.5287
665,13.24,52.5285
666,13.2399,52.5285
667,13.2404,52.5339
668,13.2403,52.5339
669,13.2401,52.5339
670,13.2397,52.534
671,13.2393,52.534
672,13.2389,52.534
673,13.2387,52.534
674,13.2384,52.534
675,13.2376,52.5341
676,13.2373,52.5342
677,13.2371,52.5342
678,13.2369,52.5342
679,13.2368,52.5343
680,13.2368,52.5344
681,13.2369,52.5348
682,13.237,52.5349
683,13.2371,52.535
684,13.2373,52.535
685,13.2379,52.5352
686,13.2391,52.5355
687,13.2401,52.5358
688,13.2404,52.5359
689,13.241,52.5362
690,13.242,52.5366
691,13.2422,52.5366
692,13.2423,52.5366
693,13.2425,52.5366
694,13.2426,52.5366
695,13.2442,52.5363
696,13.2444,52.5362
697,13.2446,52.5362
698,13.2448,52.5363
699,13.2306,52.5299
700,13.2307,52.5301
701,13.2308,52.5304
702,13.2311,52.5313
703,13.2311,52.5314
704,13.2312,52.5316
705,13.2314,52.5322
706,13.2315,52.5324
707,13.2315,52.5325
708,13.2314,52.5326
709,13.2315,52.5329
710,13.2315,52.533
711,13.2316,52.5331
712,13.2317,52.5331
713,13.2318,52.5331
714,13.2327,52.533
715,13.2328,52.533
716,13.231,52.5314
717,13.2308,52.5315
718,13.2307,52.5315
719,13.2307,52.5316
720,13.2306,52.5317
721,13.2308,52.5322
722,13.2307,52.5322
723,13.2306,52.5322
724,13.2304,52.5317
725,13.2305,52.5317
726,13.2303,52.5317
727,13.2302,52.5317
728,13.23,52.5317
729,13.2297,52.5318
730,13.2295,52.5318
731,13.2293,52.5318
732,13.229,52.5319
733,13.2292,52.5324
734,13.2293,52.5324
735,13.2294,52.5324
736,13.2292,52.5319
737,13.2299,52.5323
738,13.23,52.5323
739,13.2301,52.5323
740,13.2299,52.5318
741,13.2313,52.5326
742,13.231,52.5326
743,13.231,52.5327
744,13.2309,52.5327
745,13.2285,52.5319
746,13.2287,52.5325
747,13.2314,52.5331
748,13.2313,52.5331
749,13.2312,52.5331
750,13.2311,52.5331
751,13.231,52.5331
752,13.231,52.5329
753,13.2309,52.5328
754,13.2313,52.5316
755,13.2319,52.5316
756,13.233,52.5314
757,13.2334,52.5314
758,13.2335,52.5314
759,13.2336,52.5315
760,13.2343,52.5311
761,13.2331,52.5313
762,13.2331,52.5312
763,13.2333,52.5296
764,13.233,52.5301
765,13.2329,52.5301
766,13.2325,52.5302
767,13.2311,52.5303
768,13.2304,52.5301
769,13.2303,52.5301
770,13.2302,52.5302
771,13.2301,52.5302
772,13.2301,52.5303
773,13.23,52.5303
774,13.2299,52.5303
775,13.2292,52.5304
776,13.2287,52.5304
777,13.2286,52.5304
778,13.228,52.5305
779,13.2283,52.5315
780,13.2279,52.5303
781,13.2266,52.5305
782,13.2309,52.5314
783,13.2308,52.5314
784,13.2306,52.5314
785,13.2305,52.5314
786,13.2304,52.5314
787,13.2286,52.5316
788,13.2478,52.54
789,13.2476,52.54
790,13.2475,52.54
791,13.2473,52.54
792,13.2458,52.5398
793,13.238,52.5348
794,13.2379,52.5348
795,13.2378,52.5349
796,13.2376,52.5349
797,13.2375,52.5349
798,13.234,52.5404
799,13.2342,52.5404
800,13.2344,52.5404
801,13.2427,52.5419
802,13.2429,52.5416
803,13.2429,52.5415
804,13.2429,52.5414
805,13.2428,52.5413
806,13.2426,52.5411
807,13.2424,52.541
808,13.2423,52.541
809,13.2421,52.5409
810,13.2418,52.5408
811,13.2417,52.5408
812,13.2416,52.5408
813,13.2413,52.5407
814,13.2411,52.5407
815,13.241,52.5407
816,13.2405,52.5405
817,13.2404,52.5405
818,13.2401,52.5404
819,13.24,52.5404
820,13.2388,52.5401
821,13.2384,52.54
822,13.2381,52.5399
823,13.2378,52.5399
824,13.2375,52.5398
825,13.2371,52.5398
826,13.2358,52.5398
827,13.2356,52.5398
828,13.2354,52.5399
829,13.2352,52.54
830,13.2349,52.5401
831,13.2347,52.5403
832,13.2342,52.5406
833,13.2404,52.534
834,13.2405,52.5342
835,13.2408,52.5346
836,13.2408,52.5347
837,13.2409,52.5349
838,13.2414,52.5356
839,13.2416,52.536
840,13.2418,52.536
841,13.2424,52.5359
842,13.2424,52.5358
843,13.2444,52.5353
844,13.2451,52.5352
845,13.2443,52.534
846,13.2439,52.534
847,13.2438,52.5339
848,13.2428,52.5341
849,13.2389,52.5339
850,13.2384,52.5332
851,13.2385,52.5331
852,13.239,52.5329
853,13.2395,52.5327
854,13.24,52.5325
855,13.2402,52.5325
856,13.2416,52.5318
857,13.2417,52.5317
858,13.2396,52.5339
859,13.2396,52.5338
860,13.2391,52.533
861,13.2413,52.5332
862,13.2405,52.5334
863,13.2403,52.5334
864,13.2402,52.5337
865,13.2326,52.5406
866,13.2327,52.5406
867,13.2328,52.5406
868,13.2329,52.5406
869,13.2326,52.5431
870,13.2327,52.5428
871,13.2327,52.5427
872,13.2327,52.5426
873,13.2328,52.5424
874,13.2327,52.5423
875,13.2327,52.5421
876,13.2326,52.5418
877,13.2441,52.5435
878,13.2442,52.5434
879,13.2443,52.5434
880,13.2445,52.5433
881,13.2446,52.5433
882,13.2467,52.543
883,13.2468,52.543
884,13.2469,52.543
885,13.2471,52.543
886,13.2284,52.5369
887,13.2286,52.537
888,13.2288,52.537
889,13.229,52.5371
890,13.229,52.5372
891,13.229,52.5373
892,13.229,52.5375
893,13.229,52.5376
894,13.2289,52.5378
895,13.2289,52.5379
896,13.2396,52.5429
897,13.2395,52.5428
898,13.239,52.5427
899,13.2386,52.5426
900,13.2383,52.5425
901,13.2382,52.5425
902,13.2378,52.5424
903,13.2371,52.5422
904,13.2368,52.5421
905,13.2366,52.542
906,13.2364,52.542
907,13.2361,52.5419
908,13.2359,52.5419
909,13.2358,52.5419
910,13.2357,52.5418
911,13.2354,52.5418
912,13.2353,52.5417
913,13.235,52.5416
914,13.2349,52.5416
915,13.2347,52.5416
916,13.2342,52.5414
917,13.2339,52.5413
918,13.2338,52.5413
919,13.2336,52.5412
920,13.2335,52.5411
921,13.2334,52.5411
922,13.2219,52.5367
923,13.2219,52.5368
924,13.2221,52.5368
925,13.2258,52.5445
926,13.226,52.5445
927,13.2263,52.5444
928,13.2264,52.5444
929,13.2275,52.5442
930,13.2289,52.5439
931,13.2296,52.5438
932,13.2297,52.5438
933,13.2298,52.5438
934,13.2256,52.5461
935,13.2262,52.546
936,13.2268,52.5459
937,13.227,52.5458
938,13.2271,52.5458
939,13.2272,52.5458
940,13.2274,52.5458
941,13.2279,52.5457
942,13.2281,52.5456
943,13.2282,52.5456
944,13.2283,52.5456
945,13.2285,52.5456
946,13.2254,52.5465
947,13.2254,52.5463
948,13.2253,52.5463
949,13.2253,52.5461
950,13.2251,52.5458
951,13.2249,52.5455
952,13.2249,52.5454
953,13.2246,52.5449
954,13.2246,52.5448
955,13.2258,52.5473
956,13.226,52.5473
957,13.226,52.5472
958,13.2261,52.5472
959,13.2268,52.5469
960,13.227,52.5469
961,13.2279,52.5465
962,13.2291,52.5461
963,13.2476,52.5383
964,13.2475,52.5383
965,13.2471,52.5383
966,13.247,52.5383
967,13.2467,52.5384
968,13.2463,52.5384
969,13.246,52.5384
970,13.2454,52.5384
971,13.2451,52.5384
972,13.2447,52.5385
973,13.2442,52.5385
974,13.2438,52.5385
975,13.2433,52.5438
976,13.2431,52.5438
977,13.243,52.5437
978,13.2424,52.5436
979,13.2423,52.5435
980,13.2421,52.5435
981,13.2398,52.5429
982,13.2323,52.5384
983,13.2324,52.5385
984,13.2324,52.5386
985,13.2324,52.5387
986,13.2324,52.5389
987,13.2323,52.539
988,13.2323,52.5391
989,13.2323,52.5392
990,13.2316,52.5391
991,13.2315,52.539
992,13.2308,52.5385
993,13.2305,52.5384
994,13.232,52.5395
995,13.232,52.5394
996,13.2319,52.5393
997,13.2319,52.5391
998,13.2319,52.5389
999,13.2228,52.539
1000,13.224,52.539
1001,13.2241,52.539
1002,13.2242,52.5391
1003,13.2245,52.5391
1004,13.2246,52.5391
1005,13.2249,52.5391
1006,13.225,52.5391
1007,13.2251,52.5391
1008,13.2256,52.5391
1009,13.2258,52.5391
1010,13.226,52.539
1011,13.2261,52.539
1012,13.2264,52.5389
1013,13.2261,52.541
1014,13.2261,52.5411
1015,13.226,52.5421
1016,13.226,52.5422
1017,13.2259,52.5422
1018,13.2258,52.5422
1019,13.2256,52.5422
1020,13.2248,52.5422
1021,13.2241,52.5422
1022,13.2249,52.5394
1023,13.2249,52.5397
1024,13.2248,52.5402
1025,13.2248,52.5403
1026,13.2248,52.5409
1027,13.2247,52.5409
1028,13.2247,52.5412
1029,13.22,52.539
1030,13.22,52.5384
1031,13.2196,52.538
1032,13.2194,52.5377
1033,13.2208,52.531
1034,13.2209,52.5313
1035,13.2209,52.5314
1036,13.2208,52.5314
1037,13.2207,52.5316
1038,13.2208,52.5322
1039,13.2209,52.5325
1040,13.2328,52.5402
1041,13.233,52.5401
1042,13.2329,52.54
1043,13.2335,52.5398
1044,13.2337,52.5398
1045,13.2337,52.5397
1046,13.2443,52.5413
1047,13.2441,52.5413
1048,13.2439,52.5413
1049,13.2437,52.5412
1050,13.2436,52.5412
1051,13.2435,52.5411
1052,13.2438,52.5402
1053,13.2438,52.5401
1054,13.2439,52.54
1055,13.2439,52.5399
1056,13.2439,52.5398
1057,13.244,52.5396
1058,13.244,52.5395
1059,13.244,52.5394
1060,13.244,52.5393
1061,13.2441,52.5392
1062,13.2441,52.5391
1063,13.2441,52.5389
1064,13.2441,52.5388
1065,13.2442,52.5387
1066,13.2442,52.5386
1067,13.246,52.5385
1068,13.246,52.5386
1069,13.246,52.5387
1070,13.246,52.5388
1071,13.246,52.5389
1072,13.2233,52.5441
1073,13.2229,52.5442
1074,13.2297,52.5466
1075,13.2296,52.5466
1076,13.2298,52.5467
1077,13.218,52.5381
1078,13.2181,52.538
1079,13.2183,52.5381
1080,13.2184,52.5381
1081,13.2188,52.5386
1082,13.2189,52.5386
1083,13.2196,52.5381
1084,13.2197,52.5381
1085,13.2199,52.5384
1086,13.22,52.5388
1087,13.2387,52.5382
1088,13.2372,52.5385
1089,13.2371,52.5385
1090,13.2407,52.5385
1091,13.2407,52.5384
1092,13.241,52.5383
1093,13.2243,52.5289
1094,13.2172,52.5286
1095,13.2172,52.5288
1096,13.217,52.5289
1097,13.2395,52.5288
1098,13.2393,52.5289
1099,13.2388,52.529
1100,13.2387,52.5291
1101,13.2387,52.5292
1102,13.2387,52.5293
1103,13.2387,52.5294
1104,13.2386,52.5295
1105,13.2368,52.5389
1106,13.2369,52.5387
1107,13.2368,52.5385
1108,13.2368,52.5384
1109,13.2367,52.5383
1110,13.2366,52.5383
1111,13.2357,52.5379
1112,13.2354,52.5378
1113,13.2352,52.5376
1114,13.2351,52.5376
1115,13.235,52.5374
1116,13.2349,52.5371
1117,13.231,52.5394
1118,13.2313,52.5392
1119,13.2314,52.5392
1120,13.2315,52.5392
1121,13.2315,52.5391
1122,13.2232,52.5373
1123,13.2192,52.5372
1124,13.219,52.537
1125,13.2189,52.5369
1126,13.2188,52.5369
1127,13.2187,52.5366
1128,13.2186,52.5365
1129,13.2165,52.5367
1130,13.2166,52.5373
1131,13.2169,52.5375
1132,13.2171,52.5375
1133,13.2172,52.5374
1134,13.2173,52.5374
1135,13.2176,52.5373
1136,13.218,52.5372
1137,13.2187,52.5369
1138,13.2312,52.5376
1139,13.2313,52.5376
1140,13.2313,52.5375
1141,13.2317,52.5374
1142,13.232,52.5374
1143,13.2323,52.5373
1144,13.2319,52.5362
1145,13.232,52.5362
1146,13.2321,52.5361
1147,13.2321,52.536
1148,13.2317,52.535
1149,13.2306,52.5354
1150,13.2305,52.5349
1151,13.2285,52.5397
1152,13.2285,52.5396
1153,13.2288,52.5392
1154,13.2285,52.5392
1155,13.2288,52.5396
1156,13.229,52.5329
1157,13.2289,52.5329
1158,13.2188,52.5301
1159,13.2286,52.533
1160,13.2281,52.5329
1161,13.2281,52.5328
1162,13.2276,52.5328
1163,13.2275,52.5328
1164,13.2272,52.5318
1165,13.2271,52.5318
1166,13.2266,52.5304
1167,13.2266,52.5303
1168,13.2452,52.5443
