from_id,to_id,way_id,highway_type,way_name,length
13.2413_52.5391,13.2413_52.5389,122678796,service,,0.000200
13.2413_52.5389,13.2413_52.5388,122678796,service,,0.000100
13.2413_52.5388,13.2373_52.5393,404948825,secondary,Nonnendammallee,0.004031
13.2411_52.5452,13.2408_52.5452,123152818,residential,Burscheider Weg,0.000300
13.2408_52.5452,13.2402_52.5451,123152818,residential,Burscheider Weg,0.000608
13.2408_52.5452,13.2408_52.5453,937081527,service,,0.000100
13.2402_52.5451,13.2397_52.5451,123152818,residential,Burscheider Weg,0.000500
13.2402_52.5451,13.2402_52.5452,937081526,service,,0.000100
13.2397_52.5451,13.2394_52.545,123152818,residential,Burscheider Weg,0.000316
13.2397_52.5451,13.2397_52.5451,937081525,service,,0.000000
13.2397_52.5451,13.2396_52.5454,937081525,service,,0.000316
13.2394_52.545,13.2392_52.545,123152818,residential,Burscheider Weg,0.000200
13.2392_52.545,13.2387_52.5448,123152818,residential,Burscheider Weg,0.000539
13.2392_52.545,13.2392_52.545,897973806,service,,0.000000
13.2392_52.545,13.2391_52.5451,897973806,service,,0.000141
13.2387_52.5448,13.2385_52.5448,123152818,residential,Burscheider Weg,0.000200
13.2315_52.5455,13.2314_52.5456,123485306,secondary,Daumstraße,0.000141
13.2314_52.5456,13.2313_52.5458,123485306,secondary,Daumstraße,0.000224
13.2454_52.5461,13.2457_52.546,123779927,service,,0.000316
13.2454_52.5461,13.2454_52.5462,123779982,service,,0.000100
13.2438_52.5459,13.2437_52.5461,123779951,service,,0.000224
13.2438_52.5459,13.2438_52.5459,123779982,service,,0.000000
13.2438_52.5459,13.2446_52.546,123779982,service,,0.000806
13.2446_52.546,13.2451_52.546,123779982,service,,0.000500
13.2451_52.546,13.2454_52.5461,123779982,service,,0.000316
13.2258_52.5472,13.2258_52.5472,123809318,residential,Romy-Schneider-Straße,0.000000
13.2258_52.5472,13.2256_52.5469,123809318,residential,Romy-Schneider-Straße,0.000361
13.2256_52.5469,13.2255_52.5467,123809318,residential,Romy-Schneider-Straße,0.000224
13.2255_52.5467,13.2255_52.5466,123809318,residential,Romy-Schneider-Straße,0.000100
13.2255_52.5466,13.2254_52.5465,123809318,residential,Romy-Schneider-Straße,0.000141
13.2447_52.5433,13.2452_52.5437,1009735924,service,Hunckemüllerweg,0.000640
13.2422_52.5407,13.2424_52.5407,124034854,service,,0.000200
13.2422_52.5407,13.2422_52.5406,124034876,service,,0.000100
13.2424_52.5407,13.2427_52.5407,124034854,service,,0.000300
13.2427_52.5407,13.2434_52.5407,124034854,service,,0.000700
13.2427_52.5407,13.2427_52.5407,712685465,service,,0.000000
13.2446_52.5432,13.2441_52.5427,1009735923,service,Hunckemüllerweg,0.000707
13.2422_52.5406,13.2422_52.5402,124034876,service,,0.000400
13.2422_52.5402,13.2436_52.5402,124034876,service,,0.001400
13.2431_52.542,13.2433_52.5421,124034879,service,,0.000224
13.2433_52.5421,13.2434_52.5421,994488839,service,,0.000100
13.2406_52.5418,13.2406_52.5417,125190488,residential,Berthold-Schwarz-Straße,0.000100
13.2406_52.5418,13.2405_52.5418,967927995,service,,0.000100
13.2406_52.5417,13.2409_52.5414,125190488,residential,Berthold-Schwarz-Straße,0.000424
13.2409_52.5414,13.241_52.5414,125190488,residential,Berthold-Schwarz-Straße,0.000100
13.2325_52.5408,13.2323_52.5412,125190489,secondary,Daumstraße,0.000447
13.2323_52.5412,13.2323_52.5416,125190489,secondary,Daumstraße,0.000400
13.2384_52.5414,13.238_52.5414,125190493,residential,Faucherweg,0.000400
13.238_52.5414,13.2379_52.5414,125190493,residential,Faucherweg,0.000100
13.2379_52.5414,13.2373_52.5413,125190493,residential,Faucherweg,0.000608
13.2373_52.5413,13.2372_52.5413,125190493,residential,Faucherweg,0.000100
13.2372_52.5413,13.2367_52.5412,125190493,residential,Faucherweg,0.000510
13.2367_52.5412,13.2364_52.5411,125190493,residential,Faucherweg,0.000316
13.2364_52.5411,13.2357_52.541,125190493,residential,Faucherweg,0.000707
13.2357_52.541,13.2356_52.541,125190493,residential,Faucherweg,0.000100
13.2356_52.541,13.2355_52.541,125190493,residential,Faucherweg,0.000100
13.2355_52.541,13.2354_52.541,125190493,residential,Faucherweg,0.000100
13.2355_52.541,13.2355_52.541,1204064732,service,,0.000000
13.2355_52.541,13.2356_52.541,1204064732,service,,0.000100
13.2354_52.541,13.2351_52.5409,125190493,residential,Faucherweg,0.000316
13.2351_52.5409,13.2348_52.5408,125190493,residential,Faucherweg,0.000316
13.2348_52.5408,13.2346_52.5407,125190493,residential,Faucherweg,0.000224
13.2346_52.5407,13.2342_52.5406,125190493,residential,Faucherweg,0.000412
13.234_52.5405,13.2339_52.5405,125190493,residential,Faucherweg,0.000100
13.2403_52.5436,13.2404_52.5437,125497064,service,,0.000141
13.2404_52.5437,13.2407_52.5438,125497064,service,,0.000316
13.2407_52.5438,13.2408_52.5438,125497064,service,,0.000100
13.2408_52.5438,13.2409_52.5438,1200831526,service,,0.000100
13.245_52.5437,13.2447_52.5435,125938649,service,,0.000361
13.2447_52.5435,13.2445_52.5433,125938649,service,,0.000283
13.2397_52.5411,13.2396_52.5411,125955239,service,,0.000100
13.2396_52.5411,13.2395_52.541,125955239,service,,0.000141
13.2395_52.541,13.2394_52.541,125955239,service,,0.000100
13.2394_52.541,13.2392_52.541,125955239,service,,0.000200
13.247_52.5432,13.247_52.5432,407946692,secondary,Paulsternstraße,0.000000
13.247_52.5432,13.247_52.5434,437656679,secondary,Paulsternstraße,0.000200
13.2398_52.5428,13.2398_52.5428,126289879,residential,Berthold-Schwarz-Straße,0.000000
13.2398_52.5428,13.2405_52.5419,126289879,residential,Berthold-Schwarz-Straße,0.001140
13.2362_52.548,13.2361_52.5478,126289881,tertiary,Haselhorster Damm,0.000224
13.2361_52.5478,13.2366_52.5472,126289881,tertiary,Haselhorster Damm,0.000781
13.2366_52.5472,13.2366_52.5471,126289881,tertiary,Haselhorster Damm,0.000100
13.2366_52.5471,13.2367_52.547,126289881,tertiary,Haselhorster Damm,0.000141
13.2367_52.547,13.2368_52.5469,126289881,tertiary,Haselhorster Damm,0.000141
13.2368_52.5469,13.2368_52.5468,126289881,tertiary,Haselhorster Damm,0.000100
13.2369_52.5467,13.2372_52.5463,126289881,tertiary,Haselhorster Damm,0.000500
13.2373_52.5462,13.2375_52.5459,126289881,tertiary,Haselhorster Damm,0.000361
13.2375_52.5459,13.2381_52.545,126289881,tertiary,Haselhorster Damm,0.001082
13.2381_52.545,13.2383_52.5448,126289881,tertiary,Haselhorster Damm,0.000283
13.2383_52.5448,13.2383_52.5447,126289881,tertiary,Haselhorster Damm,0.000100
13.2172_52.539,13.2172_52.5387,165770583,service,,0.000300
13.2172_52.5386,13.2172_52.5385,165770583,service,,0.000100
13.2172_52.5386,13.2179_52.5386,359874513,service,,0.000700
13.2172_52.5385,13.218_52.5385,165770583,service,,0.000800
13.2172_52.5385,13.2172_52.5381,855879164,service,,0.000400
13.2193_52.5377,13.2194_52.5377,166770216,service,,0.000100
13.2197_52.538,13.2198_52.5379,166770217,service,,0.000141
13.2198_52.5379,13.2193_52.5374,166770217,service,,0.000707
13.2198_52.5379,13.2199_52.5378,774738888,service,,0.000141
13.2193_52.5374,13.2192_52.5373,166770217,service,,0.000141
13.2193_52.5374,13.2198_52.5372,774738885,service,,0.000539
13.2192_52.5373,13.2192_52.5372,166770217,service,,0.000100
13.2193_52.5375,13.2192_52.5375,166770218,service,,0.000100
13.2192_52.5375,13.2192_52.5375,166770218,service,,0.000000
13.2192_52.5375,13.2192_52.5376,166770218,service,,0.000100
13.2192_52.5375,13.2183_52.5378,774738900,service,,0.000949
13.2192_52.5376,13.2193_52.5377,166770218,service,,0.000141
13.2446_52.5356,13.2447_52.5358,178255071,service,,0.000224
13.2447_52.5358,13.2447_52.5359,178255071,service,,0.000100
13.2447_52.5359,13.2452_52.536,178255071,service,,0.000510
13.2452_52.536,13.2456_52.5361,178255071,service,,0.000412
13.2456_52.5361,13.2458_52.5364,178255071,service,,0.000361
13.2458_52.5364,13.2462_52.5365,178255071,service,,0.000412
13.2462_52.5365,13.2466_52.5364,178255071,service,,0.000412
13.2466_52.5364,13.2466_52.5364,178255071,service,,0.000000
13.2466_52.5364,13.2466_52.5363,178255071,service,,0.000100
13.2466_52.5363,13.2463_52.5358,178255071,service,,0.000583
13.2463_52.5358,13.2463_52.5358,178255071,service,,0.000000
13.2463_52.5358,13.2462_52.5358,178255071,service,,0.000100
13.2462_52.5358,13.2462_52.5358,178255071,service,,0.000000
13.2462_52.5358,13.2461_52.5359,178255071,service,,0.000141
13.2461_52.5359,13.246_52.5359,178255071,service,,0.000100
13.246_52.5359,13.2459_52.5359,178255071,service,,0.000100
13.2459_52.5359,13.2459_52.5359,178255071,service,,0.000000
13.2459_52.5359,13.2458_52.5359,178255071,service,,0.000100
13.2458_52.5359,13.2452_52.536,178255071,service,,0.000608
13.2452_52.5364,13.2453_52.5365,185569567,residential,Großer Spreering,0.000141
13.2452_52.5364,13.2452_52.5364,1009735912,service,Großer Spreering,0.000000
13.2453_52.5365,13.2456_52.5368,185569567,residential,Großer Spreering,0.000424
13.2456_52.5368,13.2457_52.537,185569567,residential,Großer Spreering,0.000224
13.2457_52.537,13.2459_52.5372,185569567,residential,Großer Spreering,0.000283
13.2459_52.5372,13.246_52.5375,185569567,residential,Großer Spreering,0.000316
13.246_52.5375,13.2461_52.5376,185569567,residential,Großer Spreering,0.000141
13.2467_52.532,13.2467_52.5319,185569570,service,,0.000100
13.2467_52.5319,13.2467_52.5319,185569570,service,,0.000000
13.2467_52.5319,13.2467_52.5318,185569570,service,,0.000100
13.2467_52.5318,13.2467_52.5318,185569570,service,,0.000000
13.2467_52.5318,13.2466_52.5316,185569570,service,,0.000224
13.2466_52.5316,13.2463_52.5316,1057136954,service,,0.000300
13.246_52.539,13.2459_52.5391,187445936,service,,0.000141
13.246_52.539,13.2451_52.5389,187445961,service,,0.000906
13.2459_52.5391,13.2459_52.5392,187445936,service,,0.000100
13.2459_52.5391,13.245_52.539,187445967,service,,0.000906
13.2459_52.5392,13.2459_52.5392,187445936,service,,0.000000
13.2459_52.5392,13.2459_52.5393,187445936,service,,0.000100
13.2459_52.5392,13.2462_52.5392,187445950,service,,0.000300
13.2459_52.5392,13.245_52.5391,187445965,service,,0.000906
13.2459_52.5393,13.2459_52.5395,187445936,service,,0.000200
13.2459_52.5393,13.245_52.5393,187445960,service,,0.000900
13.2459_52.5395,13.2458_52.5396,187445936,service,,0.000141
13.2459_52.5395,13.245_52.5394,187445964,service,,0.000906
13.2458_52.5396,13.2458_52.5397,187445936,service,,0.000100
13.2458_52.5396,13.2449_52.5395,187445959,service,,0.000906
13.2458_52.5397,13.2458_52.5398,187445936,service,,0.000100
13.2458_52.5397,13.2449_52.5396,187445955,service,,0.000906
13.2454_52.5413,13.2453_52.5415,187445936,service,,0.000224
13.2453_52.5415,13.2451_52.5421,187445936,service,,0.000632
13.2451_52.5421,13.2451_52.5421,187445936,service,,0.000000
13.2451_52.5421,13.2451_52.5422,187445936,service,,0.000100
13.2451_52.5422,13.245_52.5422,187445936,service,,0.000100
13.245_52.5422,13.245_52.5424,187445936,service,,0.000200
13.245_52.5422,13.2445_52.5422,187445939,service,,0.000500
13.245_52.5424,13.245_52.5424,187445936,service,,0.000000
13.245_52.5424,13.2449_52.5426,187445936,service,,0.000224
13.245_52.5424,13.2447_52.5424,187445949,service,,0.000300
13.2449_52.5397,13.244_52.5396,187445938,service,,0.000906
13.2449_52.5397,13.2448_52.5398,187445974,service,,0.000141
13.2448_52.5401,13.2439_52.54,187445942,service,,0.000906
13.2448_52.5401,13.2447_52.5402,187445974,service,,0.000141
13.2444_52.5415,13.2444_52.5416,187445943,service,,0.000100
13.2444_52.5415,13.2443_52.5415,187445970,service,,0.000100
13.2444_52.5416,13.2445_52.5417,187445943,service,,0.000141
13.2445_52.5417,13.2445_52.5418,187445943,service,,0.000100
13.2445_52.5418,13.2444_52.542,187445943,service,,0.000224
13.2444_52.542,13.2444_52.5421,187445943,service,,0.000100
13.2444_52.5421,13.2444_52.5422,187445943,service,,0.000100
13.2444_52.5422,13.2445_52.5422,187445949,service,,0.000100
13.2448_52.5398,13.2439_52.5398,187445947,service,,0.000900
13.2448_52.5398,13.2448_52.54,187445974,service,,0.000200
13.2448_52.54,13.2439_52.5399,187445948,service,,0.000906
13.2448_52.54,13.2448_52.5401,187445974,service,,0.000100
13.2447_52.5424,13.2445_52.5424,187445949,service,,0.000200
13.2445_52.5424,13.2444_52.5423,187445949,service,,0.000141
13.2444_52.5423,13.2444_52.5423,187445949,service,,0.000000
13.2444_52.5423,13.2444_52.5422,187445949,service,,0.000100
13.2462_52.5392,13.2461_52.5397,187445968,service,,0.000510
13.2443_52.5415,13.2443_52.5413,187445952,service,,0.000200
13.2443_52.5415,13.244_52.5414,187445970,service,,0.000316
13.2449_52.5396,13.244_52.5395,187445955,service,,0.000906
13.2449_52.5396,13.2449_52.5397,187445974,service,,0.000100
13.2451_52.5388,13.2444_52.5387,187445957,service,,0.000707
13.2451_52.5388,13.2451_52.5389,187445972,service,,0.000100
13.2444_52.5387,13.2443_52.5387,187445971,service,,0.000100
13.2449_52.5395,13.244_52.5394,187445959,service,,0.000906
13.2449_52.5395,13.2449_52.5396,187445974,service,,0.000100
13.245_52.5393,13.2441_52.5392,187445960,service,,0.000906
13.245_52.5393,13.245_52.5394,187445972,service,,0.000100
13.2451_52.5389,13.2441_52.5388,187445961,service,,0.001005
13.2451_52.5389,13.245_52.539,187445972,service,,0.000141
13.2455_52.5386,13.246_52.5386,187445962,service,,0.000500
13.245_52.5394,13.244_52.5393,187445964,service,,0.001005
13.245_52.5394,13.2449_52.5395,187445974,service,,0.000141
13.245_52.5391,13.2441_52.5391,187445965,service,,0.000900
13.245_52.5391,13.245_52.5393,187445972,service,,0.000200
13.245_52.539,13.2441_52.5389,187445967,service,,0.000906
13.245_52.539,13.245_52.5391,187445972,service,,0.000100
13.2461_52.5397,13.2472_52.5398,187445968,service,,0.001105
13.2461_52.5397,13.2458_52.5397,187705108,service,,0.000300
13.2472_52.5398,13.2473_52.5393,187445968,service,,0.000510
13.2473_52.5393,13.2462_52.5392,187445968,service,,0.001105
13.244_52.5414,13.2441_52.5413,187445970,service,,0.000141
13.2451_52.5387,13.2451_52.5387,187445971,service,,0.000000
13.2451_52.5387,13.2444_52.5387,187445971,service,,0.000700
13.2451_52.5387,13.2451_52.5388,187445972,service,,0.000100
13.2443_52.5387,13.2442_52.5387,187445971,service,,0.000100
13.2447_52.5402,13.2438_52.5401,187445974,service,,0.000906
13.2331_52.5403,13.233_52.5401,188033943,service,,0.000224
13.2295_52.5382,13.2295_52.5382,219641692,service,,0.000000
13.2295_52.5382,13.2294_52.5382,219641692,service,,0.000100
13.2294_52.5382,13.2292_52.5382,219641692,service,,0.000200
13.2292_52.5382,13.2287_52.5382,219641692,service,,0.000500
13.2292_52.5382,13.2291_52.5383,612576099,service,,0.000141
13.2287_52.5382,13.2287_52.5382,780131252,service,,0.000000
13.2287_52.5382,13.2288_52.5381,780131253,service,,0.000141
13.2301_52.5428,13.23_52.5429,231010036,residential,Elisabeth-Flickenschildt-Straße,0.000141
13.23_52.5429,13.2264_52.5435,231010036,residential,Elisabeth-Flickenschildt-Straße,0.003650
13.2264_52.5435,13.2261_52.5436,231010036,residential,Elisabeth-Flickenschildt-Straße,0.000316
13.2264_52.5435,13.2264_52.5435,855822992,service,,0.000000
13.2264_52.5435,13.2259_52.5425,855822992,service,,0.001118
13.2261_52.5436,13.2261_52.5436,231010036,residential,Elisabeth-Flickenschildt-Straße,0.000000
13.2261_52.5436,13.2257_52.5437,477583390,residential,Elisabeth-Flickenschildt-Straße,0.000412
13.2475_52.5412,13.2473_52.5412,249163490,service,,0.000200
13.2475_52.5412,13.2475_52.5413,407946692,secondary,Paulsternstraße,0.000100
13.2473_52.5412,13.2473_52.5412,249163490,service,,0.000000
13.2473_52.5412,13.2471_52.5412,249163490,service,,0.000200
13.2471_52.5412,13.247_52.5412,249163490,service,,0.000100
13.247_52.5412,13.2469_52.5412,249163490,service,,0.000100
13.2469_52.5412,13.2468_52.5416,1211743975,service,,0.000412
13.2478_52.5391,13.2477_52.5392,249163491,service,,0.000141
13.2477_52.5392,13.2476_52.5392,249163491,service,,0.000100
13.2476_52.5392,13.2474_52.5392,249163491,service,,0.000200
13.2474_52.5392,13.2473_52.5392,249163491,service,,0.000100
13.2473_52.5392,13.2473_52.5392,249163491,service,,0.000000
13.2473_52.5392,13.2462_52.5391,249163491,service,,0.001105
13.232_52.5373,13.2318_52.5369,275145940,service,,0.000447
13.2318_52.5369,13.2319_52.5368,275145940,service,,0.000141
13.2319_52.5368,13.2317_52.5363,275145940,service,,0.000539
13.2317_52.5363,13.2318_52.5362,275145940,service,,0.000141
13.2318_52.5362,13.2319_52.5362,275145940,service,,0.000100
13.2299_52.5373,13.23_52.5373,293151400,service,,0.000100
13.2299_52.5373,13.2298_52.5372,1222264064,service,,0.000141
13.23_52.5373,13.2306_52.5373,293151400,service,,0.000600
13.2306_52.5373,13.2306_52.5372,293151400,service,,0.000100
13.2306_52.5372,13.2306_52.5371,293151400,service,,0.000100
13.2306_52.5371,13.2304_52.5368,293151400,service,,0.000361
13.2304_52.5368,13.2303_52.5369,293151400,service,,0.000141
13.2303_52.5369,13.2297_52.5353,293151400,service,,0.001709
13.2303_52.5369,13.2297_52.5369,1222264065,service,,0.000600
13.2297_52.5353,13.2291_52.5354,293151400,service,,0.000608
13.2287_52.5376,13.2289_52.5373,293151401,service,,0.000361
13.2287_52.5376,13.2284_52.5375,1222264072,service,,0.000316
13.2289_52.5373,13.2288_52.5372,293151401,service,,0.000141
13.2288_52.5372,13.2286_52.5372,1222264071,service,,0.000200
13.2298_52.5372,13.2306_52.5371,293151402,service,,0.000806
13.2298_52.5372,13.2297_52.5369,1222264064,service,,0.000316
13.2284_52.5375,13.2286_52.5372,293151403,service,,0.000361
13.2473_52.5441,13.2473_52.5441,307354278,service,,0.000000
13.2473_52.5441,13.2475_52.5441,307354278,service,,0.000200
13.2384_52.545,13.2382_52.5453,319803730,tertiary,Haselhorster Damm,0.000361
13.2382_52.5453,13.2377_52.5459,1315555147,tertiary,Haselhorster Damm,0.000781
13.2384_52.5446,13.2387_52.5442,319803731,tertiary,Haselhorster Damm,0.000500
13.2387_52.5442,13.2395_52.543,1315555149,tertiary,Haselhorster Damm,0.001442
13.2287_52.5283,13.2286_52.5283,328408591,secondary,Charlottenburger Chaussee,0.000100
13.2286_52.5283,13.2281_52.5284,328408591,secondary,Charlottenburger Chaussee,0.000510
13.2281_52.5284,13.2261_52.5287,328408591,secondary,Charlottenburger Chaussee,0.002022
13.2261_52.5287,13.2257_52.5288,328408591,secondary,Charlottenburger Chaussee,0.000412
13.2257_52.5288,13.2253_52.5288,328408591,secondary,Charlottenburger Chaussee,0.000400
13.2253_52.5288,13.2251_52.5288,328408591,secondary,Charlottenburger Chaussee,0.000200
13.2251_52.5288,13.2247_52.5289,328408591,secondary,Charlottenburger Chaussee,0.000412
13.2247_52.5289,13.2243_52.5289,328408591,secondary,Charlottenburger Chaussee,0.000400
13.224_52.5289,13.2238_52.5289,328408591,secondary,Charlottenburger Chaussee,0.000200
13.2238_52.5289,13.2236_52.5289,328408591,secondary,Charlottenburger Chaussee,0.000200
13.2236_52.5289,13.2234_52.5289,328408591,secondary,Charlottenburger Chaussee,0.000200
13.2234_52.5289,13.2231_52.5288,328408591,secondary,Charlottenburger Chaussee,0.000316
13.2227_52.5288,13.2224_52.5288,328408591,secondary,Charlottenburger Chaussee,0.000300
13.2224_52.5288,13.2221_52.5287,328408591,secondary,Charlottenburger Chaussee,0.000316
13.2221_52.5287,13.2217_52.5287,428550555,secondary,Charlottenburger Chaussee,0.000400
13.229_52.5381,13.2288_52.538,330951948,secondary,Am Juliusturm,0.000224
13.2288_52.538,13.2286_52.538,1319270528,secondary,Am Juliusturm,0.000200
13.2191_52.5372,13.2188_52.5373,330951949,secondary,Am Juliusturm,0.000316
13.2188_52.5373,13.2178_52.5376,330951949,secondary,Am Juliusturm,0.001044
13.2178_52.5376,13.2175_52.5377,330951949,secondary,Am Juliusturm,0.000316
13.2175_52.5377,13.2175_52.5377,330951949,secondary,Am Juliusturm,0.000000
13.2175_52.5377,13.2173_52.5378,330951949,secondary,Am Juliusturm,0.000224
13.2173_52.5378,13.2166_52.538,330951949,secondary,Am Juliusturm,0.000728
13.2166_52.538,13.216_52.5381,330951949,secondary,Am Juliusturm,0.000608
13.216_52.5381,13.2157_52.5382,330951949,secondary,Am Juliusturm,0.000316
13.2157_52.5382,13.2147_52.5384,330951949,secondary,Am Juliusturm,0.001020
13.2147_52.5384,13.2144_52.5385,330951949,secondary,Am Juliusturm,0.000316
13.2144_52.5385,13.2142_52.5385,330951949,secondary,Am Juliusturm,0.000200
13.2142_52.5385,13.214_52.5385,330951949,secondary,Am Juliusturm,0.000200
13.214_52.5385,13.2139_52.5385,330951949,secondary,Am Juliusturm,0.000100
13.2139_52.5385,13.2139_52.5385,330951949,secondary,Am Juliusturm,0.000000
13.2139_52.5385,13.2137_52.5386,330951949,secondary,Am Juliusturm,0.000224
13.2137_52.5386,13.2134_52.5386,330951949,secondary,Am Juliusturm,0.000300
13.2134_52.5386,13.213_52.5386,330951949,secondary,Am Juliusturm,0.000400
13.213_52.5386,13.2127_52.5386,330951949,secondary,Am Juliusturm,0.000300
13.2127_52.5386,13.2121_52.5385,330951949,secondary,Am Juliusturm,0.000608
13.2121_52.5385,13.2114_52.5384,330951949,secondary,Am Juliusturm,0.000707
13.2114_52.5384,13.2111_52.5384,330951949,secondary,Am Juliusturm,0.000300
13.2111_52.5384,13.211_52.5384,330951949,secondary,Am Juliusturm,0.000100
13.211_52.5384,13.2108_52.5384,330951949,secondary,Am Juliusturm,0.000200
13.2108_52.5384,13.2107_52.5384,330951949,secondary,Am Juliusturm,0.000100
13.2107_52.5384,13.2106_52.5384,330951949,secondary,Am Juliusturm,0.000100
13.2106_52.5384,13.2105_52.5384,330951949,secondary,Am Juliusturm,0.000100
13.2105_52.5384,13.2103_52.5384,330951949,secondary,Am Juliusturm,0.000200
13.2474_52.5381,13.2475_52.5381,338527879,secondary,Nonnendammallee,0.000100
13.2475_52.5381,13.2476_52.5381,338527879,secondary,Nonnendammallee,0.000100
13.2476_52.5381,13.2477_52.538,338527879,secondary,Nonnendammallee,0.000141
13.2321_52.5399,13.232_52.5396,338687112,secondary,Daumstraße,0.000316
13.2321_52.5399,13.2321_52.5399,338687114,secondary,Daumstraße,0.000000
13.2321_52.5399,13.232_52.5399,780131241,service,,0.000100
13.232_52.5396,13.232_52.5395,338687112,secondary,Daumstraße,0.000100
13.2304_52.5466,13.2307_52.5463,338687113,secondary,Daumstraße,0.000424
13.2307_52.5463,13.2307_52.5463,338687113,secondary,Daumstraße,0.000000
13.2307_52.5463,13.2309_52.5461,338687113,secondary,Daumstraße,0.000283
13.2309_52.5461,13.2311_52.5459,338687113,secondary,Daumstraße,0.000283
13.2322_52.5405,13.2322_52.5405,338687114,secondary,Daumstraße,0.000000
13.2322_52.5405,13.2322_52.5403,338687114,secondary,Daumstraße,0.000200
13.2322_52.5403,13.2322_52.5403,338687114,secondary,Daumstraße,0.000000
13.2322_52.5403,13.2322_52.5401,338687114,secondary,Daumstraße,0.000200
13.2322_52.5401,13.2322_52.5401,338687114,secondary,Daumstraße,0.000000
13.2322_52.5401,13.2321_52.5399,338687114,secondary,Daumstraße,0.000224
13.2179_52.5386,13.2181_52.5386,359874514,service,,0.000200
13.2319_52.5386,13.2319_52.5386,394294300,secondary,Ferdinand-Friedensburg-Platz,0.000000
13.2319_52.5386,13.2319_52.5385,394294300,secondary,Ferdinand-Friedensburg-Platz,0.000100
13.2319_52.5385,13.2319_52.5385,394294300,secondary,Ferdinand-Friedensburg-Platz,0.000000
13.2319_52.5385,13.232_52.5385,394294300,secondary,Ferdinand-Friedensburg-Platz,0.000100
13.232_52.5385,13.232_52.5385,394294300,secondary,Ferdinand-Friedensburg-Platz,0.000000
13.232_52.5385,13.232_52.5384,394294300,secondary,Ferdinand-Friedensburg-Platz,0.000100
13.232_52.5384,13.2321_52.5384,394294300,secondary,Ferdinand-Friedensburg-Platz,0.000100
13.2321_52.5384,13.2322_52.5384,394294300,secondary,Ferdinand-Friedensburg-Platz,0.000100
13.2226_52.5406,13.2228_52.5406,396167244,service,,0.000200
13.2228_52.5406,13.2229_52.5407,396167244,service,,0.000141
13.2229_52.5407,13.2228_52.5409,396167244,service,,0.000224
13.2228_52.5409,13.2228_52.5411,396167244,service,,0.000200
13.2228_52.5411,13.2228_52.5415,396167244,service,,0.000400
13.2228_52.5411,13.2233_52.5411,454385601,service,,0.000500
13.2228_52.5415,13.2229_52.5418,396167244,service,,0.000316
13.2229_52.5418,13.2233_52.5418,396167244,service,,0.000400
13.2228_52.5419,13.2228_52.5419,396167245,service,,0.000000
13.2228_52.5419,13.2225_52.5414,396167245,service,,0.000583
13.2228_52.5419,13.222_52.542,1203845203,service,,0.000806
13.2225_52.5414,13.2225_52.5414,396167245,service,,0.000000
13.2225_52.5414,13.2225_52.541,396167245,service,,0.000400
13.2225_52.5414,13.2221_52.5415,895128040,service,,0.000412
13.2225_52.541,13.2225_52.5409,396167245,service,,0.000100
13.2225_52.5409,13.2225_52.5409,396167245,service,,0.000000
13.2225_52.5409,13.2223_52.541,865573064,service,,0.000224
13.2225_52.5409,13.2223_52.5409,1065093244,service,,0.000200
13.2224_52.5425,13.2232_52.5423,396167247,service,,0.000825
13.2232_52.5423,13.2234_52.5423,396167247,service,,0.000200
13.2234_52.5423,13.2236_52.5423,396167247,service,,0.000200
13.2236_52.5423,13.2234_52.5419,396167247,service,,0.000447
13.2234_52.5419,13.2228_52.5419,396167247,service,,0.000600
13.221_52.5424,13.2209_52.5421,396167250,service,,0.000316
13.2419_52.5388,13.2413_52.5388,404948825,secondary,Nonnendammallee,0.000600
13.2373_52.5393,13.2359_52.5395,404948825,secondary,Nonnendammallee,0.001414
13.2359_52.5395,13.2356_52.5396,404948825,secondary,Nonnendammallee,0.000316
13.2356_52.5396,13.2353_52.5396,404948825,secondary,Nonnendammallee,0.000300
13.2477_52.5402,13.2477_52.5402,407946692,secondary,Paulsternstraße,0.000000
13.2477_52.5402,13.2477_52.5404,407946692,secondary,Paulsternstraße,0.000200
13.2477_52.5404,13.2476_52.5406,407946692,secondary,Paulsternstraße,0.000224
13.2475_52.5413,13.2474_52.5415,407946692,secondary,Paulsternstraße,0.000224
13.2474_52.5415,13.2473_52.542,407946692,secondary,Paulsternstraße,0.000510
13.2472_52.5423,13.2471_52.543,407946692,secondary,Paulsternstraße,0.000707
13.2217_52.5287,13.2214_52.5286,428550555,secondary,Charlottenburger Chaussee,0.000316
13.2214_52.5286,13.2211_52.5286,428550555,secondary,Charlottenburger Chaussee,0.000300
13.2211_52.5286,13.2209_52.5285,428550555,secondary,Charlottenburger Chaussee,0.000224
13.2209_52.5285,13.2206_52.5284,428550555,secondary,Charlottenburger Chaussee,0.000316
13.2206_52.5284,13.2204_52.5284,428550555,secondary,Charlottenburger Chaussee,0.000200
13.2204_52.5284,13.2201_52.5283,428550555,secondary,Charlottenburger Chaussee,0.000316
13.2201_52.5283,13.2198_52.5282,428550555,secondary,Charlottenburger Chaussee,0.000316
13.2198_52.5282,13.2195_52.5281,428550555,secondary,Charlottenburger Chaussee,0.000316
13.2195_52.5281,13.2188_52.5278,428550555,secondary,Charlottenburger Chaussee,0.000762
13.2188_52.5278,13.2181_52.5275,428550555,secondary,Charlottenburger Chaussee,0.000762
